genre,name,title,id_album_deezer,deezerFans
Country,Donna Fargo,My Second Album,218741.0,22.0
Country,Donna Fargo,All About A Feeling,218741.0,22.0
Country,Donna Fargo,Whatever I Say Means I Love You,218741.0,22.0
Pop,Donna Lewis,Now In A Minute,97315.0,1898.0
Pop,Donna Lewis,Blue Planet,611378.0,298.0
Folk,Donna Lewis,Be Still,2886061.0,129.0
Pop,Donna Lewis,In The Pink,2893891.0,305.0
Pop,Donna Summer,Lady Of The Night,3298681.0,560.0
Disco,Donna Summer,Love To Love You Baby,104443.0,2208.0
Disco,Donna Summer,A Love Trilogy,215876.0,1349.0
Disco,Donna Summer,Four Seasons Of Love,121938.0,1026.0
Disco,Donna Summer,I Remember Yesterday,160214.0,1227.0
Disco,Donna Summer,Once Upon A Time,3304751.0,359.0
Disco,Donna Summer,Bad Girls,104441.0,5595.0
Synthpop,Donna Summer,She Works Hard For The Money,3304731.0,527.0
Synthpop,Donna Summer,Cats Without Claws,9049239.0,143.0
Pop,Donna Summer,All Systems Go,8199134.0,83.0
Dance,Donna Summer,Another Place And Time,9049187.0,266.0
Pop,Donna Summer,Mistaken Identity,8188560.0,40.0
Soul,Donna Summer,Christmas Spirit,223551.0,81.0
Pop,Donna Summer,Crayons,97876.0,688.0
Rock,Donnie Iris,King Cool,1684193.0,34.0
Rock,Donnie Iris,No Muss...No Fuss,1684193.0,34.0
Gospel,Donnie McClurkin,Donnie McClurkin,7807774.0,2327.0
Gospel,Donnie McClurkin,Live In London And More...,1210455.0,2510.0
Gospel,Donnie McClurkin,...again,1209249.0,2273.0
Gospel,Donnie McClurkin,"Psalms, Hymns And Spiritual Songs",1209264.0,3715.0
Gospel,Donnie McClurkin,We All Are One - Live In Detroit,284687.0,1735.0
Pop,Donny Osmond,The Donny Osmond Album,266694.0,323.0
Pop,Donny Osmond,"To You With Love, Donny",266694.0,323.0
Pop,Donny Osmond,Portrait Of Donny,100422.0,441.0
Pop,Donny Osmond,Too Young,126347.0,1949.0
Pop,Donny Osmond,Alone Together,102580.0,824.0
Pop,Donny Osmond,A Time For Us,126347.0,1949.0
Pop,Donny Osmond,Donny,126347.0,1949.0
Pop,Donny Osmond,I'm Leaving It All Up To You,287842.0,200.0
Rock,Donny Osmond,Donny Osmond,529938.0,477.0
Rock,Donny Osmond,This Is The Moment,247315.0,182.0
Pop,Donny Osmond,Somewhere In Time: Classic Love Songs,245347.0,202.0
Pop,Donny Osmond,What I Meant To Say,160836.0,147.0
Pop,Donny Osmond,Love Songs Of The '70s,123557.0,284.0
Soul,Donny Hathaway,Everything Is Everything,511245.0,3372.0
Soul,Donny Hathaway,Donny Hathaway,97338.0,3016.0
Soul,Donny Hathaway,Live,511245.0,3372.0
Soul,Donny Hathaway,Extension Of A Man,511245.0,3372.0
Folk,Donovan,What's Bin Did And What's Bin Hid,530225.0,494.0
Folk,Donovan,Fairytale,530019.0,258.0
Folk,Donovan,Barabajagal,115499.0,331.0
Folk,Donovan,HMS Donovan,1233074.0,57.0
Folk,Donovan,Live In Japan: Spring Tour 1973,190863.0,562.0
Folk,Donovan,Essence To Essence,143524.0,99.0
Folk,Donovan,7-Tease,190863.0,562.0
Folk,Donovan,Neutronica,805330.0,89.0
Folk,Donovan,Love Is Only Feeling,6464016.0,98.0
Folk,Donovan,Lady Of The Stars,143524.0,99.0
Folk,Donovan,One Night In Time,1233074.0,57.0
Folk,Donovan,Sutras,6030795.0,11.0
Folk,Donovan,Pied Piper,115499.0,331.0
Folk,Donovan,The Essential Donovan,8305166.0,510.0
Folk,Donovan,"Brother Sun, Sister Moon",393045.0,386.0
Rock,Donovan,Beat Cafe,6464016.0,98.0
Rock,DoomSword,Let Battle Commence,2056511.0,47.0
Emo,Dopamine,The Time It Takes To Let Go,970683.0,35.0
Emo,Dopamine,A Lesson In Dying,984731.0,7.0
Emo,Dopamine,Auditioning My Escape Plan,970683.0,35.0
MPB,Dori Caymmi,Dory Caymmi,6154678.0,304.0
MPB,Dori Caymmi,Dori Caymmi,6154678.0,304.0
MPB,Dori Caymmi,Dori Caymmi,6154678.0,304.0
Gospel,Dorinda Clark-Cole,Live From Houston - The Rose Of Gospel,1213663.0,282.0
MPB,Dorival Caymmi,Canções Praieiras,9265136.0,829.0
Samba,Dorival Caymmi,Sambas,9238635.0,176.0
Samba,Dorival Caymmi,Eu Vou Pra Maracangalha,326743.0,184.0
MPB,Dorival Caymmi,Caymmi E O Mar,1048656.0,14.0
MPB,Dorival Caymmi,Caymmi E Seu Violão,903361.0,300.0
MPB,Dorival Caymmi,Eu Não Tenho Onde Morar,326776.0,275.0
MPB,Dorival Caymmi,Dorival Caymmi,326743.0,184.0
MPB,Dorival Caymmi,Caymmi,326743.0,184.0
MPB,Dorival Caymmi,Caymmi,326735.0,524.0
Vocal,Doris Day,You're My Thrill,10496178.0,40.0
Musical,Doris Day,Tea For Two,157777.0,29.0
Vocal,Doris Day,On Moonlight Bay,639990.0,5.0
Vocal,Doris Day,I'll See You In My Dreams,14897967.0,1.0
Vocal,Doris Day,Lullaby Of Broadway,14897943.0,5.0
Vocal,Doris Day,By The Light Of The Silvery Moon,1551133.0,11.0
Vocal,Doris Day,Calamity Jane,15189415.0,5.0
Vocal,Doris Day,Day Dreams,630594.0,3.0
Vocal,Doris Day,Love Me Or Leave Me,13894982.0,9.0
Pop,Doris Day,Day By Day,725531.0,1.0
Pop,Doris Day,The Pajama Game,948518.0,0.0
Pop,Doris Day,Day By Night,10496178.0,40.0
Pop,Doris Day,Hooray For Hollywood,988593.0,1.0
Pop,Doris Day,Bright And Shiny,250275.0,121.0
Musical,Doris Day,Annie Get Your Gun,7377110.0,1.0
Christmas,Doris Day,The Doris Day Christmas Album,244274.0,165.0
Pop,Doris Day,Latin For Lovers,1210401.0,27.0
Pop,Doris Day,Doris Day's Sentimental Journey,235214.0,8.0
Pop,Doris Day,Singin' In The Rain,115565.0,48.0
Pop,Doris Day,16 Most Requested Songs,115565.0,48.0
Vocal,Doris Day,Sentimental Journey,567748.0,2.0
Christmas,Doris Day,Personal Christmas Collection,113006.0,159.0
Vocal,Doris Day,"The Uncollected Doris Day With The Page Cavanaugh Trio, Vol. 2 - Wonderful!",567747.0,8.0
Vocal,Doris Day,16 Very Special Songs,374284.0,10.0
Soul,Dorothy Moore,Misty Blue,1100787.0,808.0
Folk,Dory Previn,On My Way To Where,301541.0,55.0
Folk,Dory Previn,Mythical Kings And Iguanas,301541.0,55.0
Folk,Dory Previn,Reflections In A Mud Puddle,326798.0,25.0
Folk,Dory Previn,Mary C. Brown And The Hollywood Sign,301541.0,55.0
Folk,Dory Previn,Dory Previn,454548.0,37.0
Rock,Dot Wiggin Band,Ready! Get! Go!,6955836.0,13.0
Country,Dottie West,Here Comes My Baby,6050637.0,35.0
Country,Dottie West,Dottie West Sings,11428520.0,17.0
Country,Dottie West,Suffer Time,14643512.0,17.0
Country,Dottie West,With All My Heart And Soul,107746.0,71.0
Country,Dottie West,The Sound Of Country Music,107746.0,71.0
Christian,Dottie West,Dottie West Sings Sacred Ballads,109521.0,99.0
Country,Dottie West,I'll Help You Forget Her,109521.0,99.0
Country,Dottie West,Dottie And Don,109521.0,99.0
Country,Dottie West,Forever Yours,107746.0,71.0
Country,Dottie West,A Legend In My Time,11428520.0,17.0
Country,Dottie West,Careless Hands,107746.0,71.0
Country,Dottie West,Have You Heard...Dottie West,109521.0,99.0
Country,Dottie West,I'm Only A Woman,301626.0,602.0
Country,Dottie West,Country Sunshine,107746.0,71.0
Country,Dottie West,Carolina Cousins,107746.0,71.0
Country,Dottie West,Greatest Hits,300921.0,1148.0
Country,Dottie West,The Essential Dottie West,109521.0,99.0
Country,Dottie West,Are You Happy Baby? The Dottie West Collection (1976-1984),301626.0,602.0
Eurodance,Double You,We All Need Love,6050432.0,535.0
Eurodance,Double You,The Blue Album,6050446.0,742.0
Eurodance,Double You,Forever,6050476.0,374.0
Eurodance,Double You,Pérolas,1151884.0,37.0
Eurodance,Double You,Studio Live,1151884.0,37.0
Eurodance,Double You,Live,1151884.0,37.0
Eurodance,Double You,Life,1262725.0,452.0
Country,Doug Stone,From The Heart,111632.0,111.0
Country,Doug Supernaw,Red And Rio Grande,14047996.0,22.0
Country,Doug Supernaw,Deep Thoughts From A Shallow Mind,257350.0,262.0
Country,Doug Supernaw,You Still Got Me,612756.0,33.0
Folk,Douglas Dare,Whelm,7779074.0,2007.0
Folk,Dougie MacLean,The Essential Dougie MacLean,1142741.0,6.0
Gospel,Doug Williams,Heartsongs,296116.0,10.0
Gospel,Doug Williams,When Mercy Found Me,296131.0,13.0
Acoustic,Doveman,The Acrobat,53131.0,26.0
Rock,Dover,Sister,326742.0,275.0
Rock,Dover,Devil Came To Me,46445.0,768.0
Rock,Dover,Late At Night,326835.0,633.0
Rock,Dover,I Was Dead For 7 Weeks In The City Of Angels,1233058.0,253.0
Rock,Dover,The Flame,1233053.0,105.0
Electropop,Dover,Follow The City Lights,1233050.0,144.0
Electropop,Dover,I Ka Kené,668396.0,173.0
Rock,Doves,Lost Sides,299271.0,282.0
Dubstep,Dr Meaker,A Lesson From The Speaker,11150116.0,26.0
Eurodance,Dr. Alban,Hello Afrika,116927.0,1220.0
Eurodance,Dr. Alban,One Love,114296.0,1636.0
Eurodance,Dr. Alban,Look Who's Talking,6518074.0,123.0
Eurodance,Dr. Alban,Born In Africa,9279262.0,564.0
Eurodance,Dr. Alban,I Believe,9289058.0,291.0
Eurodance,Dr. Alban,Prescription,9279254.0,378.0
Deathcore,Dr. Acula,The Social Event Of The Century,509195.0,134.0
Deathcore,Dr. Acula,Slander,1267435.0,262.0
Deathcore,Dr. Acula,Slobology,407968.0,44.0
Disco,Dr. Buzzard's Original Savannah Band,Dr. Buzzard's Original Savannah Band,114201.0,194.0
Grindcore,Dr. Faust,Pathologial Anatomy Of Black Melancholy,13190730.0,1.0
Rock,Dr. Hook & The Medicine Show,Dr. Hook And The Medicine Show,115651.0,509.0
Rock,Dr. Hook & The Medicine Show,Sloppy Seconds,115662.0,191.0
Rock,Dr. Hook & The Medicine Show,Belly Up!,673773.0,214.0
Rock,Dr. Hook & The Medicine Show,The Ballad Of Lucy Jordon,115651.0,509.0
Rock,Dr. Hook & The Medicine Show,Bankrupt,293789.0,11.0
Rock,Dr. Hook & The Medicine Show,Players In The Dark,1207637.0,259.0
Rock,Dr. Hook & The Medicine Show,The Wild Colonial Boys,1207637.0,259.0
Rock,Dr. Hook & The Medicine Show,Pleasure & Pain: The History Of Dr. Hook,293789.0,11.0
Rock,Dr. Hook & The Medicine Show,36 All-Time Greatest Hits,293789.0,11.0
Rock,Dr. Hook & The Medicine Show,Love Songs,293789.0,11.0
Rock,Dr. Hook & The Medicine Show,The Essential Dr. Hook And The Medicine Show,73940.0,42.0
Rock,Dr. Feelgood,Down By The Jetty,300869.0,2114.0
Rock,Dr. Feelgood,Malpractice,302619.0,1318.0
Rock,Dr. Feelgood,Stupidity,301343.0,862.0
Rock,Dr. Feelgood,Sneakin' Suspicion,326883.0,319.0
Rock,Dr. Feelgood,Be Seeing You,1343449.0,208.0
Rock,Dr. Feelgood,Private Practice,326880.0,457.0
Rock,Dr. Feelgood,Let It Roll,326881.0,192.0
Rock,Dr. Feelgood,A Case Of The Shakes,326882.0,188.0
Rock,Dr. Feelgood,Fast Women & Slow Horses,301376.0,666.0
Rock,Dr. Feelgood,Doctors Orders,301376.0,666.0
Rock,Dr. Feelgood,Mad Man Blues,300869.0,2114.0
Rock,Dr. Feelgood,Brilleaux,1007429.0,154.0
Rock,Dr. Feelgood,Classic,1007430.0,210.0
Rock,Dr. Feelgood,Chess Masters,326837.0,320.0
Blues,Dr. John,All By Hisself (Live At The Lonestar),83080.0,180.0
Blues,Dr. John,City That Care Forgot,566299.0,78.0
Blues,Dr. John,Locked Down,1622509.0,3063.0
Rock,Draco Rosa,Frio,98157.0,1328.0
Rock,Draco Rosa,Vagabundo,1401624.0,4435.0
Rock,Draco Rosa,Songbirds & Roosters,98157.0,1328.0
Rock,Draco Rosa,Mad Love,1416970.0,1.0
Schlager,Drafi Deutscher,Drafi,83804.0,162.0
Schlager,Drafi Deutscher,Gemischte Gefühle,326810.0,456.0
Schlager,Drafi Deutscher,Diesmal Für Immer,326810.0,456.0
Pop,Dragonette,Fixin To Thrill,1011608.0,695.0
Synthpop,Dragonette,Bodyparts,5549461.0,3333.0
Rock,Dreadful Shadows,Apology,6094687.0,112.0
Rock,Dreams So Real,Rough Night In Jericho,8289482.0,4.0
Pop,Dreamtwinz,In My Dreams,15276733.0,0.0
Synthpop,Dredg,Chuckles And Mr. Squeezy,11318668.0,104.0
Pop,Drew Seeley,The Resolution,918755.0,209.0
Trance,Driftwood,Freeloader,1233042.0,9.0
Rock,"Drive, She Said",Road To Paradise (Best Of),8625864.0,9.0
Rock,Driveblind,Driveblind,2251211.0,12.0
Country,Drive-By Truckers,Brighter Than Creation's Dark,11401538.0,33.0
Metalcore,"Drop Dead, Gorgeous",The Hot N' Heavy,1680172.0,48.0
Powerviolence,Dropdead,Discography 1991-1993,1552375.0,64.0
Rock,Drowning Pool,Full Circle,335464.0,4135.0
Rock,Drowning Pool,Drowning Pool,532389.0,3680.0
Pop,Drupi,Due,110512.0,683.0
Pop,Drupi,Drupi,613495.0,98.0
Pop,Drupi,Un Passo,613495.0,98.0
Pop,Drupi,Storie D'Amore,613495.0,98.0
Pop,Drupi,Bella E Strega,444951.0,29.0
Pop,Drupi,I Grandi Successi Originali,110512.0,683.0
Pop,Drupi,Greatest Hits,444951.0,29.0
Pop,Drupi,Buone Notizie,6207230.0,64.0
Pop,Drupi,Flashback Collection,110512.0,683.0
Pop,Drupi,Fuori Target,6093845.0,11.0
Metalcore,Dry Kill Logic,The Dead And Dreaming,1586067.0,401.0
Disco,Dschinghis Khan,Dschinghis Khan,1431459.0,38.0
Disco,Dschinghis Khan,Rom,119156.0,1324.0
Disco,Dschinghis Khan,Wir Sitzen Alle Im Selben Boot,110993.0,188.0
Disco,Dschinghis Khan,"Helden, Schurken & Der Dudelmoser",1435196.0,12.0
Disco,Dschinghis Khan,Corrida,1431459.0,38.0
Rock,Duane Eddy,Have 'Twangy' Guitar Will Travel,15211433.0,5.0
Rock,Duane Eddy,Twangy Guitar Silky Strings,11898042.0,5.0
Dub,Dub Pistols,Point Blank,8607986.0,3.0
Dub,Dub Pistols,Six Million Ways To Live,14584548.0,48.0
Dub,Dub Pistols,Speakers And Tweeters,9391740.0,452.0
Electronic,Dub Pistols,Rum & Coke,9366654.0,207.0
Dubstep,Dubba Jonny,All In,11900478.0,3.0
Dubstep,Dubba Jonny,Never Judge An E.P By Its Cover,6988195.0,133.0
Dub,Dub War,Words Of Dubwarning,6967574.0,131.0
Synthpop,Dubstar,Disgraceful,300502.0,336.0
Electronica,Dubstar,Not So Manic Now,300502.0,336.0
Synthpop,Dubstar,Goodbye,326830.0,115.0
Synthpop,Dubstar,Make_It_Better,326829.0,81.0
Soul,Duffy,Rockferry,254149.0,9791.0
Soul,Duffy,Mercy,103922.0,1189.0
Soul,Duffy,Warwick Avenue,103006.0,1487.0
Screamo,Dufresne,Atlantic,390895.0,23.0
Screamo,Dufresne,Lovers,109149.0,15.0
Blues,Duke Robillard,Stomp! The Blues Tonight,414021.0,192.0
Industrial,Dulce Liquido,Disolución,5115561.0,117.0
Industrial,Dulce Liquido,Shock Therapy,5115551.0,160.0
Pop,Dulce María,Extranjera - Primera Parte,700982.0,2962.0
Pop,Dulce María,Dulce María,1135140.0,8638.0
Rock,Duman,Seni Kendime Sakladım,71206.0,132.0
Rock,Duman,En Güzel Günüm Gecem 1999-2006,71206.0,132.0
Rock,Duman,Duman I,692631.0,30445.0
Rock,Duman,Duman II,692630.0,25488.0
Rock,Duman,Darmaduman,6939784.0,2564.0
Fado,Dulce Pontes,O Coração Tem Três Portas,5112171.0,543.0
Fado,Dulce Pontes,Momentos,5109251.0,926.0
Pop,Duncan James,Future Past,300871.0,447.0
Techno,Dune,Dune,302535.0,2487.0
Techno,Dune,Expedicion,6008775.0,0.0
Classical,Dune,Forever,127522.0,59.0
Techno,Dune,History: The Very Best Of,422131.0,1.0
Rock,Duncan Dhu,Por Tierras Escocesas,364518.0,211.0
Rock,Duncan Dhu,Canciones,361674.0,499.0
Rock,Duncan Dhu,El Grito Del Tiempo,81626.0,951.0
Rock,Duncan Dhu,Grabaciones Olvidadas,81626.0,951.0
Rock,Duncan Dhu,Autobiografía,362143.0,329.0
Rock,Duncan Dhu,Supernova,86690.0,237.0
Rock,Duncan Dhu,Piedras,364355.0,504.0
Rock,Duncan Dhu,Colección: 1985-1998,6530020.0,358.0
Rock,Duncan Dhu,Crepúsculo,6481488.0,303.0
Rock,Duncan Sheik,Duncan Sheik,81598.0,165.0
Rock,Duncan Sheik,Humming,362502.0,61.0
Rock,Duncan Sheik,Phantom Moon,81598.0,165.0
Rock,Duncan Sheik,Daylight,362550.0,128.0
Rock,Duncan Sheik,White Limousine,1701698.0,5.0
Pop,Duncan Sheik,Whisper House,577562.0,108.0
Pop,Duncan Sheik,Covers 80's,1527130.0,9.0
Medieval,Dunkelschön,Irfind,6883106.0,38.0
Medieval,Dunkelschön,Zauberwort,7098461.0,29.0
Medieval,Dunkelschön,Vergehen & Werden,13277869.0,263.0
Synthpop,Duran Duran,Big Thing,326909.0,684.0
Pop,Duran Duran,Greatest,301791.0,31592.0
Synthpop,Duran Duran,Red Carpet Massacre,71500.0,936.0
Country,Dustin Lynch,Dustin Lynch,10004226.0,133.0
Country,Dustin Lynch,Where It's At,10004208.0,282.0
Synthpop,Dust Of Basement,Regress,279225.0,16.0
Synthpop,Dust Of Basement,Words Of God,279227.0,17.0
Synthpop,Dust Of Basement,Remembrances,279227.0,17.0
Synthpop,Dust Of Basement,Re-Membrances 1998,279227.0,17.0
Synthpop,Dust Of Basement,Come With Me...,9727142.0,10.0
Synthpop,Dust Of Basement,Five Become Two,9727134.0,9.0
Synthpop,Dust Of Basement,Home Coming Heavens,9708984.0,9.0
Synthpop,Dust Of Basement,Awakening The Oceans,9727138.0,8.0
Synthpop,Dust Of Basement,Meridian,9708984.0,9.0
Folk,Dustin Kensrue,Please Come Home,1481448.0,428.0
Folk,Dustin Kensrue,This Good Night Is Still Everywhere,370563.0,135.0
Acoustic,Dustin Kensrue,Carry The Fire,14723830.0,15.0
Country,Dusty Drake,Dusty Drake,362703.0,26.0
Rock,Duvall,Standing At The Door,1119542.0,3.0
Rock,Duvall,Volume & Density,1055652.0,10.0
Christmas,Duvall,O Holy Night,1018871.0,3.0
Deathcore,Dweller,Cut Off From The Universe,7677080.0,0.0
Deathcore,Dweller,The Reality Vector,5944586.0,7.0
Pop,Dusty Springfield,A Girl Called Dusty,162132.0,338.0
Pop,Dusty Springfield,Stay Awhile/I Only Want To Be With You,12109040.0,5.0
Pop,Dusty Springfield,Dusty,162132.0,338.0
Pop,Dusty Springfield,Ev'rything's Coming Up Dusty,227697.0,77.0
Pop,Dusty Springfield,Ooooooweeeee!!!,162132.0,338.0
Pop,Dusty Springfield,Mademoiselle Dusty,244448.0,61.0
Pop,Dusty Springfield,Where Am I Going?,248346.0,89.0
Pop,Dusty Springfield,Dusty.... Definitely,226388.0,671.0
Pop,Dusty Springfield,Dusty In Memphis,119137.0,3468.0
Pop,Dusty Springfield,A Brand New Me,230180.0,69.0
Pop,Dusty Springfield,See All Her Faces,162337.0,87.0
Pop,Dusty Springfield,Cameo,162335.0,97.0
Pop,Dusty Springfield,It Begins Again,231818.0,69.0
Pop,Dusty Springfield,Living Without Your Love,123396.0,45.0
Pop,Dusty Springfield,White Heat,295239.0,36.0
Pop,Dusty Springfield,Reputation,301352.0,219.0
Pop,Dusty Springfield,A Very Fine Love,242248.0,83.0
Pop,Dusty Springfield,Something Special,244448.0,61.0
Pop,Dusty Springfield,The Ultimate Collection,102592.0,385.0
Pop,Dusty Springfield,Very Best Of Dusty Springfield,217592.0,2059.0
Pop,Dusty Springfield,Reputation And Rarities,301352.0,219.0
Pop,Dusty Springfield,Dusty In London - Dusty Springfield's Lost British Recordings,226388.0,671.0
Pop,Dusty Springfield,Simply... Dusty,102592.0,385.0
Pop,Dusty Springfield,Beautiful Soul: The ABC Dunhill Collection,1688343.0,4.0
Pop,Dusty Springfield,Heart And Soul,102592.0,385.0
Pop,Dusty Springfield,The Singles+,102592.0,385.0
Pop,Dusty Springfield,Goin' Back: The Definitive Dusty Springfield,1327568.0,1692.0
Soul,Dwele,Some Kinda...,299512.0,3038.0
Soul,Dwele,Sketches Of A Man,6463088.0,1736.0
Rock,Dwight Twilley Band,Sincerely,1321362.0,90.0
Rock,Dwight Twilley Band,The Great Lost Twilley Album,1157761.0,20.0
Electronic,DyE,Taki 183,1120935.0,623.0
Country,Dwight Yoakam,"Guitars, Cadillacs, Etc., Etc.",81605.0,595.0
Country,Dwight Yoakam,Hillbilly Deluxe,613620.0,400.0
Country,Dwight Yoakam,Buenas Noches From A Lonely Room,381972.0,28.0
Country,Dwight Yoakam,Just Lookin' For A Hit,513022.0,215.0
Country,Dwight Yoakam,If There Was A Way,398839.0,350.0
Country,Dwight Yoakam,La Croix D'Amour,364208.0,177.0
Country,Dwight Yoakam,This Time,613293.0,467.0
Country,Dwight Yoakam,Dwight Live,513137.0,217.0
Country,Dwight Yoakam,Gone,612349.0,196.0
Country,Dwight Yoakam,Come On Christmas,363472.0,114.0
Country,Dwight Yoakam,Under The Covers,513183.0,200.0
Country,Dwight Yoakam,A Long Way Home,614137.0,203.0
Country,Dwight Yoakam,Last Chance For A Thousand Years: Greatest Hits From The 90's,81400.0,2185.0
Country,Dwight Yoakam,Dwightyoakamacoustic.net,613035.0,214.0
Country,Dwight Yoakam,Tomorrow's Sounds Today,613924.0,246.0
Country,Dwight Yoakam,Reprise Please Baby: The Warner Bros. Years,81400.0,2185.0
Country,Dwight Yoakam,In Others' Words,81605.0,595.0
Country,Dwight Yoakam,Population Me,11421696.0,81.0
Country,Dwight Yoakam,Dwight's Used Records,11403994.0,71.0
Country,Dwight Yoakam,Blame The Vain,11400270.0,29.0
Country,Dwight Yoakam,Dwight Sings Buck,11380308.0,74.0
Country,Dwight Yoakam,3 Pears,5801411.0,389.0
Country,Dwight Yoakam,Second Hand Heart,10037256.0,508.0
Folk,Dylan LeBlanc,Paupers Field,615460.0,568.0
Rock,Dyonisis,Intoxicated,5152541.0,32.0
Folk,Déanta,Ready For The Storm,235229.0,318.0
Folk,Déanta,Whisper Of A Secret,410248.0,199.0
Electronic,E Nomine,Das Testament,224440.0,1413.0
Electronic,E Nomine,Finsternis,228099.0,2136.0
EBM,E-Craft,Electrocution,9244479.0,5.0
EBM,E-Craft,Dos_Unit,9244493.0,6.0
Eurodance,E-Rotic,Sex Affairs,6046780.0,627.0
Eurodance,E-Rotic,The Power Of Sex,6045872.0,1463.0
Eurodance,E-Rotic,Sexual Madness,6045869.0,329.0
Eurodance,E-Rotic,Thank You For The Music,6045872.0,1463.0
Eurodance,E-Rotic,Greatest Tits,6045872.0,1463.0
Eurodance,E-Rotic,Mambo No. Sex,111063.0,178.0
Eurodance,E-Rotic,Missing You,1422051.0,49.0
Eurodance,E-Rotic,Dancemania Presents E-Rotic Megamix,6045872.0,1463.0
Eurodance,E-Rotic,Sexual Healing,6046770.0,479.0
Eurodance,E-Rotic,Cocktail E-Rotic,6046770.0,479.0
Eurodance,E-Type,Made In Sweden,239493.0,1865.0
Eurodance,E-Type,Last Man Standing,238983.0,124.0
Eurodance,E-Type,Euro IV Ever,227271.0,257.0
Eurodance,E-Type,Loud Pipes Save Lives,239203.0,79.0
Eurodance,E-Type,Eurotopia,120083.0,139.0
Synthpop,E.G. Daily,Wild Child,1684595.0,3.0
Synthpop,E.G. Daily,Lace Around The Wound,1684600.0,0.0
Pop,E.G. Daily,Tearing Down The Walls,1024051.0,3.0
Europop,E.M.M.A.,E.M.M.A.,14798655.0,0.0
Orchestral,E.S. Posthumus,Unearthed,884655.0,2812.0
Orchestral,E.S. Posthumus,Cartographer,884647.0,348.0
Orchestral,E.S. Posthumus,Makara,884301.0,1276.0
Rock,Eagles Of Death Metal,"Peace, Love, Death Metal",10559779.0,4877.0
Rock,Eagles Of Death Metal,Heart On,8773415.0,1480.0
Rock,Eagle-Eye Cherry,Desireless,224942.0,12126.0
Pop,Eagle-Eye Cherry,Present Future,239702.0,1093.0
Rock,Eagles,Eagles,6670659.0,3057.0
Rock,Eagles,Desperado,6670587.0,4493.0
Rock,Eagles,On The Border,6672193.0,42859.0
Rock,Eagles,One Of These Nights,6672193.0,42859.0
Rock,Eagles,Hotel California,6670584.0,41411.0
Rock,Eagles,Their Greatest Hits (1971-1975),6672193.0,42859.0
Rock,Eagles,The Long Run,6672193.0,42859.0
Rock,Eagles,Eagles Live,1344836.0,6197.0
Rock,Eagles,"Eagles Greatest Hits, Vol. 2",6672193.0,42859.0
Rock,Eagles,The Best Of Eagles,6672193.0,42859.0
Rock,Eagles,Hell Freezes Over,671812.0,10502.0
Rock,Eagles,The Very Best Of The Eagles,6672193.0,42859.0
Rock,Eagles,Selected Songs From Selected Works,6672193.0,42859.0
Rock,Eagles,Selected Works 1972-1999,6672193.0,42859.0
Rock,Eagles,The Very Best Of The Eagles,6672193.0,42859.0
Rock,Eagles,Farewell I - Live From Melbourne,6672193.0,42859.0
Rock,Eagles,Long Road Out Of Eden,107363.0,5101.0
Country,Earl Thomas Conley,Blue Pearl,74792.0,51.0
Country,Earl Thomas Conley,Fire & Smoke,10522632.0,7.0
Country,Earl Thomas Conley,Somewhere Between Right And Wrong,8722099.0,25.0
Country,Earl Thomas Conley,Don't Make It Easy For Me,11227060.0,22.0
Country,Earl Thomas Conley,Treadin' Water,13890074.0,9.0
Country,Earl Thomas Conley,Too Many Times,11540142.0,24.0
Country,Earl Thomas Conley,The Heart Of It All,11471778.0,20.0
Country,Earl Thomas Conley,Yours Truly,11471770.0,20.0
Country,Earl Thomas Conley,Perpetual Emotion,74792.0,51.0
Rock,EarlyRise,What If,7034197.0,658.0
Metalcore,Earth Crisis,Salvation Of Innocents,7373475.0,214.0
House,Earth People,Dance,14098462.0,1.0
Funk,"Earth, Wind & Fire","Earth, Wind & Fire",613575.0,1199.0
Funk,"Earth, Wind & Fire",Open Our Eyes,2606561.0,869.0
Funk,"Earth, Wind & Fire",That's The Way Of The World,1444091.0,2177.0
Funk,"Earth, Wind & Fire",Gratitude,2606581.0,2243.0
Funk,"Earth, Wind & Fire",Spirit,2606611.0,1376.0
Funk,"Earth, Wind & Fire",I Am,77330.0,656.0
Funk,"Earth, Wind & Fire",Electric Universe,12919886.0,1450.0
Funk,"Earth, Wind & Fire","Now, Then & Forever",6888124.0,3727.0
Jazz,Eartha Kitt,That Bad Eartha,110351.0,45.0
Jazz,Eartha Kitt,Down To Eartha,973204.0,0.0
Jazz,Eartha Kitt,Thursday's Child,746655.0,1.0
Pop,Eartha,This I Know,148470.0,1.0
Pop,Eartha,Sidebars,169595.0,0.0
Pop,Eartha,Ink Dry Blue,698973.0,1.0
Techno,Earthsuit,Kaleidoscope Superior,327066.0,69.0
Techno,Earthsuit,The Rise Of Modern Simulation,327066.0,69.0
Deathcore,Ease Of Disgust,Black Flame,11036942.0,16.0
Pop,East 17,Walthamstow,92244.0,1513.0
Pop,East 17,Steam,84528.0,2244.0
Pop,East 17,Up All Night,80575.0,782.0
Pop,East 17,Resurrection,124482.0,5.0
Pop,East 17,The Platinum Collection,81434.0,2533.0
Rock,East West,East West,107390.0,61.0
Rock,East West,The Light In Guinevere's Garden,107390.0,61.0
Country,Easton Corbin,Easton Corbin,6988679.0,213.0
Country,Easton Corbin,All Over The Road,6085265.0,767.0
Country,Easton Corbin,About To Get Real,10647982.0,312.0
