genre,name,title,id_album_deezer,deezerFans
Blues,Natalia Przybysz,Prąd,9056805.0,2124.0
Christmas,Natalie Cole,Holly & Ivy,243392.0,463.0
Pop,Natalie Imbruglia,Left Of The Middle,110117.0,2431.0
Pop,Natalie Imbruglia,White Lilies Island,110290.0,374.0
Pop,Natalie Imbruglia,Counting Down The Days,74934.0,2794.0
Pop,Natalie Imbruglia,Glorious: The Singles 97-07,72698.0,5497.0
Pop,Natalie Imbruglia,Male,10035932.0,2935.0
Pop,Natalie Merchant,Motherland,90612.0,2811.0
Celtic,Natalie MacMaster,No Boundaries,1520844.0,69.0
Celtic,Natalie MacMaster,In My Hands,13115414.0,11.0
Celtic,Natalie MacMaster,My Roots Are Showing,709844.0,61.0
Celtic,Natalie MacMaster,Blueprint,1422020.0,1.0
Celtic,Natalie MacMaster,Yours Truly,8579224.0,5.0
Pop,Natasha St-Pier,À Chacun Son Histoire,99154.0,2671.0
Pop,Natasha Thomas,Save Your Kisses,73239.0,24.0
Pop,Natasha Thomas,Playin' With Fire,1389079.0,52.0
Pop,Natasha Bedingfield,Unwritten,942746.0,3313.0
Pop,Natasha Bedingfield,N.B.,72407.0,1268.0
Pop,Natasha Bedingfield,Strip Me,1127502.0,5516.0
Reggae,Natasja,Release,12997036.0,6.0
Reggae,Natasja,I Danmark Er Jeg Født,6039005.0,649.0
Pop,Nathalie Cardone,Servir Le Beau,12407010.0,232.0
Pop,Nathan King,The Crowd,684601.0,0.0
Folk,Nathan Rogers,The Gauntlet,1026367.0,9.0
Rock,Nathaniel Rateliff,Nathaniel Rateliff & The Night Sweats,10974052.0,8557.0
Canterbury,National Health,National Health,128426.0,347.0
Canterbury,National Health,Of Queues And Cures,128417.0,318.0
Canterbury,National Health,Missing Pieces,128417.0,318.0
Canterbury,National Health,Playtime,128417.0,318.0
Rock,Nationalteatern,Ta Det Som Ett Löfte... Ta Det Inte Som Ett Hot,722547.0,11.0
Rock,Nationalteatern,Livet Är En Fest,610466.0,42.0
Rock,Nationalteatern,Kåldolmar & Kalsipper,610469.0,45.0
Rock,Nationalteatern,Barn Av Vår Tid,610474.0,32.0
Rock,Nationalteatern,Rockormen,722549.0,12.0
Rock,Nationalteatern,Rövarkungens Ö,610470.0,20.0
Rock,Nationalteatern,Luffarrock - En Lurkmusikal,722551.0,16.0
Rock,Nationalteatern,Peter Pan,722545.0,10.0
Reggae,Nato,Born To Love,6287150.0,3.0
Pop,Natural,Keep It Natural,110317.0,10.0
Pop,Natural,It's Only Natural,14945693.0,3.0
Latin,Naty Botero,Naty Botero,1222829.0,259.0
Rock,Nazareth,Nazareth,15484780.0,7.0
Rock,Nazareth,Exercises,15484774.0,3.0
Rock,Nazareth,Razamanaz,15485590.0,14.0
Rock,Nazareth,Loud 'N' Proud,6390885.0,1333.0
Rock,Nazareth,Hair Of The Dog,6390885.0,1333.0
Rock,Nazareth,Close Enough For Rock 'N' Roll,6110801.0,37.0
Rock,Nazareth,Play 'N' The Game,1670060.0,162.0
Rock,Nazareth,Expect No Mercy,1634662.0,91.0
Rock,Nazareth,Malice In Wonderland,15485476.0,9.0
Rock,Nazareth,The Fool Circle,15484880.0,15.0
Rock,Nazareth,'Snaz,6390885.0,1333.0
Rock,Nazareth,2XS,15484942.0,12.0
Rock,Nazareth,Sound Elixir,15485264.0,5.0
Rock,Nazareth,The Catch,15485056.0,8.0
Rock,Nazareth,Live From London,12857450.0,615.0
Rock,Nazareth,Cinema,15485778.0,7.0
Rock,Nazareth,Snakes 'N' Ladders,15485048.0,7.0
Rock,Nazareth,No Jive,15485100.0,5.0
Rock,Nazareth,From The Vaults,6390885.0,1333.0
Rock,Nazareth,Move Me,15485188.0,10.0
Rock,Nazareth,Boogaloo,15484940.0,4.0
Rock,Nazareth,Live At The Beeb,6390885.0,1333.0
Rock,Nazareth,Back To The Trenches,13943800.0,7.0
Rock,Nazareth,Nazology - Best Of Nazareth,15485648.0,8.0
Rock,Nazareth,The Newz,6074083.0,123.0
Rock,Nazareth,Big Dogz,1662564.0,381.0
Pop,Naím Thomas,909 Nainonain,6470707.0,12.0
Rock,Nação Zumbi,Futura,15664312.0,68.0
Rock,Nação Zumbi,Fome De Tudo,9789840.0,1391.0
Rock,Nação Zumbi,Nação Zumbi,7752515.0,10575.0
Metalcore,Neaera,The Rising Tide Of Oblivion,6958586.0,74.0
Metalcore,Neaera,Let The Tempest Come,6959467.0,90.0
Country,Neal McCoy,At This Moment,121242.0,39.0
Country,Neal McCoy,Where Forever Begins,512506.0,30.0
Country,Neal McCoy,No Doubt About It,512651.0,52.0
Country,Neal McCoy,You Gotta Love That,512666.0,46.0
Country,Neal McCoy,Neal McCoy,95912.0,184.0
Country,Neal McCoy,Greatest Hits,88790.0,20.0
Country,Neal McCoy,Be Good At It,512715.0,37.0
Country,Neal McCoy,The Life Of The Party,613695.0,30.0
Country,Neal McCoy,24-7-365,613581.0,27.0
Country,Neal McCoy,That's Life,1039890.0,42.0
Folk,Nebelhexë,Laguz - Within The Lake,984366.0,73.0
Folk,Nebelhexë,Essensual,964589.0,47.0
Folk,Nebelhexë,Dead Waters,983130.0,48.0
Metalcore,Neberu,Impulsions,8957791.0,42.0
Synthpop,Necessary Response,Blood Spills Not Far From The Wound,814596.0,70.0
Horrorcore,Necro,I Need Drugs,702250.0,1434.0
Horrorcore,Necro,Gory Days,702246.0,410.0
Horrorcore,Necro,The Pre-Fix For Death,651399.0,815.0
EBM,Necropsyk,The Hell Of Icarus,8465125.0,0.0
EBM,Necropsyk,The Chaos Breed,10748806.0,1.0
Folk,Nedelle,Summerland,2909031.0,3.0
Rock,Needtobreathe,Fire EP,362240.0,52.0
Rock,Needtobreathe,The Outsiders,383510.0,1780.0
Rock,Needtobreathe,Live Horses,687019.0,202.0
Pop,Neffa,Neffa & I Messaggeri Della Dopa,296747.0,758.0
Pop,Neffa,107 Elementi,162295.0,763.0
Pop,Neffa,Chicopisco,103272.0,336.0
Pop,Neffa,Arrivi E Partenze,217952.0,357.0
Pop,Neffa,Alla Fine Della Notte,217216.0,725.0
Pop,Neffa,Aspettando Il Sole,162295.0,763.0
Pop,Neffa,Sognando Contromano,350246.0,622.0
Pop,Neffa,Molto Calmo,6653089.0,10594.0
EBM,Negative Format,Moving Past The Boundaries,773555.0,8.0
Experimental,Negativland,A Big 10-8 Place,6276346.0,11.0
Experimental,Negativland,Dispepsi,6250403.0,23.0
Experimental,Negativland,No Business,6291753.0,9.0
Rock,Negrita,L'Uomo Sogna Di Volare,239339.0,1339.0
Rock,Negrita,HELLdorado,251655.0,1414.0
Pagode,Negritude Junior,Nosso Ninho,316981.0,1769.0
Metalcore,Nehemiah,The Asphyxiation Process,252840.0,5.0
Metalcore,Nehemiah,Lenore,8455333.0,0.0
Rock,Neil,Neil's Heavy Concept Album,11552874.0,20.0
Pop,Neil Sedaka,Rock With Sedaka,676588.0,10.0
Pop,Neil Sedaka,Circulate,1578663.0,19.0
Pop,Neil Sedaka,Neil Sedaka Sings Little Devil And His Other Hits,78911.0,385.0
Pop,Neil Sedaka,Sings His Greatest Hits,12511654.0,29.0
Pop,Neil Sedaka,Italiano,12510332.0,7.0
Pop,Neil Sedaka,Emergence,1054068.0,24.0
Pop,Neil Sedaka,Solitaire,1019610.0,29.0
Pop,Neil Sedaka,Oh Carol,6042388.0,15.0
Pop,Neil Sedaka,The Hungry Years,76211.0,62.0
Pop,Neil Sedaka,Let's Go Steady Again,72069.0,273.0
Pop,Neil Sedaka,A Song,722650.0,11.0
Pop,Neil Sedaka,The '50s And '60s,718006.0,5.0
Pop,Neil Sedaka,All You Need Is The Music,1377814.0,11.0
Pop,Neil Sedaka,The Many Sides Of Neil Sedaka,1319917.0,20.0
Pop,Neil Sedaka,In The Pocket,676588.0,10.0
Pop,Neil Sedaka,Tuneweaver,72069.0,273.0
Pop,Neil Sedaka,The Immaculate,747585.0,37.0
Pop,Neil Sedaka,Greatest Hits,11876428.0,30.0
Pop,Neil Sedaka,Waking Up Is Hard To Do,1377820.0,0.0
Rock,Neil Young,Neil Young,340080.0,4910.0
Rock,Neil Young,Everybody Knows This Is Nowhere,86563.0,5948.0
Rock,Neil Young,After The Gold Rush,356691.0,11603.0
Rock,Neil Young,Journey Through The Past,86563.0,5948.0
Rock,Neil Young,Harvest,86563.0,5948.0
Rock,Neil Young,Time Fades Away,14493716.0,341.0
Rock,Neil Young,On The Beach,14459694.0,902.0
Rock,Neil Young,Zuma,14493718.0,720.0
Rock,Neil Young,Tonight's The Night,14459676.0,639.0
Rock,Neil Young,American Stars 'n Bars,14459718.0,284.0
Rock,Neil Young,Decade,86563.0,5948.0
Rock,Neil Young,Comes A Time,14459698.0,624.0
Mixed,Neil Young,Rust Never Sleeps,9962718.0,4325.0
Rock,Neil Young,Hawks & Doves,339028.0,838.0
Rock,Neil Young,Re-ac-tor,9962718.0,4325.0
Rock,Neil Young,Trans,248076.0,1168.0
Rock,Neil Young,Everybody's Rockin',227296.0,909.0
Rock,Neil Young,Old Ways,253579.0,1348.0
Rock,Neil Young,Landing On Water,162046.0,816.0
Rock,Neil Young,Life,9962718.0,4325.0
Rock,Neil Young,This Note's For You,613642.0,619.0
Rock,Neil Young,Eldorado,381977.0,2049.0
Rock,Neil Young,Freedom,381977.0,2049.0
Rock,Neil Young,Ragged Glory,381982.0,1458.0
Rock,Neil Young,Weld,381982.0,1458.0
Rock,Neil Young,Harvest Moon,81868.0,9072.0
Rock,Neil Young,Lucky Thirteen,239483.0,775.0
Rock,Neil Young,Unplugged,428476.0,4565.0
Rock,Neil Young,Sleeps With Angels,90956.0,1508.0
Rock,Neil Young,Mirror Ball,91078.0,2507.0
Rock,Neil Young,Broken Arrow,91154.0,715.0
Rock,Neil Young,Dead Man (Soundtrack),611570.0,2984.0
Rock,Neil Young,Year Of The Horse,9962718.0,4325.0
Rock,Neil Young,Silver & Gold,1346726.0,939.0
Rock,Neil Young,"Road Rock, Vol. 1",91587.0,855.0
Rock,Neil Young,Are You Passionate?,1240782.0,603.0
Rock,Neil Young,Prairie Wind,92325.0,1760.0
Rock,Neil Young,Living With War,86783.0,959.0
Rock,Neil Young,Live At Massey Hall 1971,340080.0,4910.0
Rock,Neil Young,Chrome Dreams II,366088.0,207.0
Rock,Neil Young,Sugar Mountain - Live At Canterbury House 1968,612939.0,1104.0
Rock,Neil Young,Fork In The Road,297632.0,1790.0
Rock,Neil Young,Dreamin' Man,436075.0,1488.0
Rock,Neil Young,Le Noise,660240.0,5097.0
Rock,Neil Young,A Treasure,1126045.0,157.0
Rock,Neil Young,Bluenote Café,11557992.0,268.0
Pop,Nek,Nek,362606.0,575.0
Pop,Nek,In Te,362621.0,472.0
Pop,Nek,Calore Umano,362634.0,515.0
Pop,Nek,"Lei, Gli Amici E Tutto Il Resto",91504.0,1294.0
Pop,Nek,Nek,84893.0,508.0
Pop,Nek,In Due,83742.0,558.0
Pop,Nek,Entre Tú Y Yo,596281.0,497.0
Pop,Nek,La Vita È,92974.0,724.0
Pop,Nek,La Vida Es,596269.0,198.0
Pop,Nek,Le Cose Da Difendere,94360.0,403.0
Pop,Nek,Las Cosas Que Defenderé,596212.0,237.0
Pop,Nek,The Best Of Nek: L'Anno Zero,82458.0,2021.0
Pop,Nek,Lo Mejor De Nek: El Año Cero,362932.0,372.0
Pop,Nek,Una Parte Di Me,91291.0,2171.0
Pop,Nek,Una Parte De Mi,91309.0,1273.0
Pop,Nek,Nella Stanza 26,81414.0,937.0
Pop,Nek,En El Cuarto 26,360865.0,422.0
Pop,Nek,Un'Altra Direzione,613020.0,1848.0
Pop,Nek,Nuevas Direcciones,1352731.0,667.0
Pop,Nek,Greatest Hits 1992-2010: E Da Qui,1351305.0,3336.0
Psychobilly,Nekromantix,Life Is A Grave & I Dig It!,345782.0,513.0
Rock,Neljä Ruusua,Neljä Ruusua,317016.0,13.0
Rock,Neljä Ruusua,Kasvukipuja,317014.0,14.0
Rock,Neljä Ruusua,Hyvää Päivää,317015.0,21.0
Rock,Neljä Ruusua,Hyvää Yötä Bangkok,7001010.0,2.0
Rock,Neljä Ruusua,Haloo,316969.0,39.0
Rock,Neljä Ruusua,Pop-Uskonto,317013.0,79.0
Rock,Neljä Ruusua,Energiaa,317013.0,79.0
Rock,Neljä Ruusua,Uusi Aalto,317008.0,31.0
Rock,Neljä Ruusua,Popmuseo,317013.0,79.0
Rock,Neljä Ruusua,Valuva Taivas,317020.0,52.0
Rock,Neljä Ruusua,Karelia Express,317035.0,30.0
Rock,Neljä Ruusua,Ensi-Ilta,316982.0,29.0
Pop,Nelly,Die A Happy Man,12330400.0,4045.0
Pop,Nellie McKay,Normal As Blueberry Pie: A Tribute To Doris Day,400884.0,67.0
Pop,Nelly Furtado,"Whoa, Nelly!",99755.0,5566.0
Folk,Nelly Furtado,Folklore,121970.0,4670.0
Pop,Nelly Furtado,The Best Of Nelly Furtado,99755.0,5566.0
Blues,Nelsen Adelard,Blues Got A Hold On Me,815347.0,7.0
Blues,Nelsen Adelard,Unplugged,815344.0,5.0
Blues,Nelsen Adelard,Voodou By You,10350050.0,2.0
Rock,Nelson,Because They Can,700246.0,1.0
Rock,Nelson,Life,392872.0,397.0
Pop,Nemesis Rising,Rise Up,7505862.0,1.0
Pop,Nena,99 Luftballons,116778.0,4821.0
Pop,Nena,Feuer Und Flamme,77394.0,523.0
Pop,Nena,It's All In The Game,82442.0,1299.0
Pop,Nena,Eisbrecher,76274.0,110.0
Pop,Nena,Die Band,116708.0,491.0
Pop,Nena,Wunder Gescheh'n,96254.0,583.0
Pop,Nena,Bongo Girl,76274.0,110.0
Pop,Nena,Live,76274.0,110.0
Pop,Nena,Leuchtturm,161437.0,223.0
Pop,Nena,Jamma Nich,77631.0,217.0
Pop,Nena,"Wenn Alles Richtig Ist, Dann Stimmt Was Nich",643258.0,254.0
Pop,Nena,Live,161437.0,223.0
Pop,Nena,Chokmah,82442.0,1299.0
Pop,Nena,"Irgendwie, Irgendwo, Irgendwann",231820.0,292.0
Pop,Nena,Nena Feat. Nena,82442.0,1299.0
Pop,Nena,Nena Live Nena,340200.0,58.0
Pop,Nena,Willst Du Mit Mir Gehn,86576.0,916.0
Pop,Nena,Definitive Collection,72422.0,763.0
Pop,Nena,Alles Gute: Die Singles 1982 - 2002,76274.0,110.0
Electronic,Neneh Cherry,Blank Project,14494190.0,60.0
Trance,Neo Cortex,Infinity,358314.0,114.0
Indie,Neon Indian,Era Extraña,7072685.0,985.0
Chillwave,Neon Indian,Vega Intl. Night School,11419848.0,1315.0
Rock,Neon Horse,Neon Horse,316983.0,89.0
Rock,Nephew,Interkom Kom Ind,6430896.0,77.0
Rock,Nephew,DanmarkDenmark,6430891.0,108.0
Rock,Nephew,Hjertestarter,6430892.0,116.0
Rock,Nerf Herder,My E.P.,1055983.0,67.0
Dubstep,Nero,Welcome Reality,1203678.0,26221.0
Pop,Nerina Pallot,Dear Frustrated Superstar,225036.0,101.0
Pop,Nerina Pallot,Fires,87216.0,364.0
Pop,Nerina Pallot,When The Morning Stars Sang Together,10806594.0,349.0
Pop,Nerina Pallot,Grand Union,10806594.0,349.0
Pop,Nerina Pallot,Rousseau,10806594.0,349.0
Pop,Nerina Pallot,Spirit Walks,10806594.0,349.0
Pop,Nerina Pallot,Live From The Union Chapel,91238.0,21.0
Eurodance,Netzwerk,Send Me An Angel,6050434.0,23.0
Eurodance,Netzwerk,Memories,6070770.0,370.0
Krautrock,Neu!,Neu!,50530.0,330.0
Krautrock,Neu!,Neu! 2,50531.0,157.0
Krautrock,Neu!,Neu! '75,50532.0,110.0
Krautrock,Neu!,Neu! 4,8063742.0,283.0
Neofolk,Neun Welten,...Auf Ewig Wald...,10534276.0,34.0
Neofolk,Neun Welten,Vergessene Pfade,10534276.0,34.0
Neofolk,Neun Welten,Destrunken,10542116.0,30.0
Synthpop,Neuroactive,Transients,814008.0,30.0
Futurepop,Neuroticfish,No Instruments,1528072.0,21.0
Futurepop,Neuroticfish,Les Chansons Neurotiques,377210.0,44.0
Futurepop,Neuroticfish,Gelb,1526381.0,28.0
Futurepop,Neuroticfish,A Greater Good,1526381.0,28.0
Futurepop,Neuroticfish,A Sign Of Life,12735402.0,3.0
Rock,Neva Dinova,Neva Dinova,7509800.0,22.0
Electronicore,Nevada Rose,Paint Me In Light,7974450.0,12.0
Acoustic,Never Shout Never,The Summer,356421.0,3514.0
Acoustic,Never Shout Never,Harmony,751714.0,8218.0
Rock,Neverending White Lights,Act I: Goodbye Friends Of The Heavenly Bodies,1342106.0,36.0
Christmas,Neville Marriner,Handel: Messiah,6450528.0,116.0
Pop,Nevio,Viva La Musica,122233.0,20.0
Pop,Nevio,Due,216153.0,112.0
Soul,New Birth,"Ain't No Big Thing, But It's Growing",4564241.0,45.0
Soul,New Birth,Birth Day,108195.0,172.0
Soul,New Birth,Blind Baby,12753368.0,40.0
Christmas,New Edition,Christmas All Over The World,220259.0,1449.0
Rock,New Empire,Come With Me Tonight,13795835.0,20.0
Rock,New Empire,Symmetry,6159421.0,38.0
Rock,New Empire,In A Breath,13647936.0,180.0
Rock,New Found Glory,Nothing Gold Can Stay,610516.0,440.0
Rock,New Found Glory,New Found Glory,240862.0,1171.0
Rock,New Found Glory,Sticks And Stones,160230.0,2696.0
Rock,New Found Glory,Catalyst,126492.0,1436.0
Rock,New Found Glory,Coming Home,161686.0,533.0
Rock,New Found Glory,From The Screen To Your Stereo Part II,358086.0,566.0
Rock,New Found Glory,Tip Of The Iceberg,1144515.0,135.0
Pop,New Kids On The Block,10,6426903.0,4153.0
Bluegrass,New Grass Revival,Fly Through The Country,11946028.0,15.0
Bluegrass,New Grass Revival,When The Storm Is Over,11946028.0,15.0
Bluegrass,New Grass Revival,Commonwealth,316878.0,35.0
Bluegrass,New Grass Revival,On The Boulevard,316877.0,40.0
Bluegrass,New Grass Revival,New Grass Revival,316931.0,112.0
Bluegrass,New Grass Revival,Hold To A Dream,316931.0,112.0
Bluegrass,New Grass Revival,Friday Night In America,316931.0,112.0
Industrial,New Mind,Body Politic,7634481.0,4.0
Industrial,New Mind,Fractured,7634481.0,4.0
Industrial,New Mind,Zero To The Bone,7634481.0,4.0
Industrial,New Mind,Forge,7634481.0,4.0
Industrial,New Mind,Deepnet,7634481.0,4.0
Industrial,New Mind,Phoenix,7634481.0,4.0
Rock,New Model Army,Lost Songs,14376082.0,5.0
Rock,New Model Army,Today Is A Good Day,14376086.0,3.0
Synthpop,New Musik,From A To B,77407.0,511.0
Synthpop,New Musik,Warp,12442230.0,66.0
Synthpop,New Order,Low Life,11234190.0,1877.0
Synthpop,New Order,Brotherhood,243849.0,3004.0
Synthpop,New Order,Substance,84572.0,18616.0
Dance,New Order,Technique,11234144.0,1830.0
Synthpop,New Order,Republic,11234140.0,992.0
Synthpop,New Order,(The Best Of) New Order,84572.0,18616.0
Electronica,New Order,Get Ready,83780.0,6252.0
Electronica,New Order,Waiting For The Sirens' Call,11234458.0,934.0
Synthpop,New Order,Lost Sirens,6202987.0,5140.0
Electronic,New Order,Music Complete,11274954.0,9647.0
Pop,New Radicals,Maybe You've Been Brainwashed Too,240425.0,3937.0
Rock,New Years Day,My Dear,507653.0,1322.0
Religious,NewSong,Say Yes!,356680.0,33.0
Worship,Newsboys,He Reigns: The Worship Collection,299219.0,884.0
Folk,Newton Faulkner,Studio Zoo,6859230.0,73.0
Christian,Newworldson,Roots Revolution,9212915.0,119.0
Christian,Newworldson,Salvation Station,9212915.0,119.0
Christian,Newworldson,Newworldson,9256644.0,151.0
Christian,Newworldson,Rebel Transmission,7330684.0,209.0
Sertanejo,Ney & Nando,Coração Sentimental,14024764.0,0.0
Samba,Ney Matogrosso,Ney Matogrosso Interpreta Cartola,240899.0,3838.0
Pop,Nia Sioux,Star In Your Own Life,10071280.0,583.0
Folk,Nic Jones,The Noah's Ark Trap,14862753.0,10.0
Folk,Nic Jones,From The Devil To A Stranger,14862753.0,10.0
Folk,Nic Jones,Penguin Eggs,14863787.0,16.0
Folk,Nic Jones,In Search Of Nic Jones,14862753.0,10.0
Folk,Nic Jones,Unearthed,14862753.0,10.0
Folk,Nic Jones,Game Set Match,14862753.0,10.0
Electronic,Nic Potter,Mountain Music,1642573.0,3.0
Electronic,Nic Potter,Sketches In Sound,1642573.0,3.0
Electronic,Nic Potter,Self Contained,1642610.0,2.0
Freestyle,Nice & Wild,"Energy, Love And Unity",613053.0,10.0
Comedy,Nice Peter,Songs For Moms,7451776.0,10.0
Comedy,Nice Peter,Suburban Highschool,7451774.0,9.0
Comedy,Nice Peter,Songs About People,7451778.0,12.0
Comedy,Nice Peter,Nice Peter Live At Double Door 09/21/2004,190260.0,24.0
Rock,Nicholas Burgess,Wizard Planet,1343773.0,0.0
Pop,Nicholis Louw,Energie,8790475.0,347.0
Pop,Nicholis Louw,Ek Is Daar Vir Jou,7704654.0,132.0
Pop,Nick Carter,Before The Backstreet Boys 1989-1993,813482.0,291.0
Pop,Nick Carter,Now Or Never,1210720.0,1554.0
Rock,Nick Cave And The Bad Seeds,The Firstborn Is Dead,13944034.0,55.0
Rock,Nick Cave And The Bad Seeds,Kicking Against The Pricks,13944118.0,69.0
Rock,Nick Cave And The Bad Seeds,Tender Prey,13944724.0,94.0
Rock,Nick Cave And The Bad Seeds,The Good Son,13944808.0,87.0
Rock,Nick Cave And The Bad Seeds,Henry's Dream,13944166.0,117.0
Rock,Nick Cave And The Bad Seeds,Let Love In,13944642.0,191.0
Rock,Nick Cave And The Bad Seeds,Murder Ballads,13944728.0,311.0
Rock,Nick Cave And The Bad Seeds,No More Shall We Part,13944266.0,152.0
Rock,Nick Cave And The Bad Seeds,Songs For A November Night,15483520.0,49.0
Rock,Nick Cave And The Bad Seeds,Nocturama,13978726.0,67.0
Rock,Nick Cave And The Bad Seeds,Abattoir Blues,13978476.0,137.0
Rock,Nick Cave And The Bad Seeds,The Lyre Of Orpheus,13978476.0,137.0
Rock,Nick Cave And The Bad Seeds,B-Sides & Rarities,15483520.0,49.0
Rock,Nick Cave And The Bad Seeds,Dig!!! Lazarus Dig!!!,13978716.0,72.0
Soul,Nick Hakim,"Where Will We Go, Pt. 1",8006940.0,387.0
Soul,Nick Hakim,"Where Will We Go, Pt. 2",8462497.0,345.0
Rock,Nick Gilder,You Know Who You Are,316840.0,157.0
Rock,Nick Gilder,City Nights,184316.0,10.0
Rock,Nick Gilder,Frequency,316840.0,157.0
Rock,Nick Gilder,Rock America,6447038.0,5.0
Rock,Nick Gilder,Nick Gilder,6447189.0,2.0
Rock,Nick Gilder,Stairways,184316.0,10.0
Folk,Nick Drake,Five Leaves Left,227828.0,11883.0
Folk,Nick Drake,Bryter Layter,119076.0,7135.0
Folk,Nick Drake,Time Has Told Me,122171.0,3525.0
Pop,Nick Jonas,Nick Jonas,11747916.0,16864.0
Pop,Nick Kamen,Nick Kamen,8923107.0,246.0
Pop,Nick Kamen,Move Until We Fly,8923115.0,215.0
Pop,Nick Kamen,"Whatever, Whenever",8923109.0,77.0
Rock,Nick Lowe,Nick The Knife,969190.0,474.0
Pop,Nick Lowe,At My Age,14886309.0,14.0
Rock,Nickelback,Hesher,262069.0,13887.0
Rock,Nickelback,Curb,262069.0,13887.0
Rock,Nickelback,The State,262070.0,12867.0
Rock,Nickelback,Silver Side Up,94217.0,42762.0
Rock,Nickelback,The Long Road,92873.0,25025.0
Rock,Nickelback,All The Right Reasons,338414.0,24782.0
Rock,Nickelback,Dark Horse,249910.0,58425.0
Rock,Nickelback,Here And Now,1332766.0,53725.0
Bluegrass,Nickel Creek,Nickel Creek,316787.0,547.0
Bluegrass,Nickel Creek,This Side,316788.0,496.0
Bluegrass,Nickel Creek,Why Should The Fire Die?,301680.0,337.0
Bluegrass,Nickel Creek,A Dotted Line,7552742.0,600.0
Pop,Nicki,Servus Nicki,316882.0,114.0
Pop,Nicki,Weihnachten Mit Nicki,438170.0,210.0
Pop,Nicki,Ganz Oder Gar Net,316803.0,100.0
Pop,Nicki,Kleine Wunder,316801.0,134.0
Pop,Nicki,Radio Bavaria,316802.0,82.0
Pop,Nicki,Immer Mehr,316799.0,96.0
Pop,Nicki,Grenzenlos,316800.0,78.0
Pop,Nicki French,Secrets,6091779.0,115.0
Reggaeton,Nicky Jam,Haciendo Escante,12602700.0,21017.0
Reggaeton,Nicky Jam,Salón De La Fama,12602700.0,21017.0
Reggaeton,Nicky Jam,Vida Escante,14590698.0,3490.0
Reggaeton,Nicky Jam,The Black Carpet,1431698.0,5196.0
Experimental,Nico,Camera Obscura,106405.0,479.0
Schlager,Nico Haak,Nico Haak Präsentiert: Schmidtchen Schleicher,10943814.0,53.0
Pop,Nico Haak,16 X Raak Met Nico Haak,2443531.0,535.0
Pop,Nicola Roberts,Cinderella's Eyes,1261627.0,2503.0
Electronic,Nicolas Jaar,Space Is Only Noise,1252626.0,15737.0
Folk,Nicolai Dunger,This Cloud Is Learning,316862.0,43.0
Folk,Nicolai Dunger,Soul Rush,316863.0,24.0
Pop,Neil Diamond,Kentucky Woman,7998394.0,1422.0
Rock,Neil Diamond,Shilo,7998394.0,1422.0
Rock,Neil Diamond,Tap Root Manuscript,160206.0,1542.0
Rock,Neil Diamond,Stones,160206.0,1542.0
Pop,Neil Diamond,Do It!,7998394.0,1422.0
Pop,Neil Diamond,Moods,8447459.0,301.0
Pop,Neil Diamond,Hot August Night,4241301.0,3147.0
Rock,Neil Diamond,Serenade,7959292.0,259.0
Pop,Neil Diamond,Beautiful Noise,7959302.0,593.0
Rock,Neil Diamond,I'm Glad You're Here With Me Tonight,7953850.0,357.0
Rock,Neil Diamond,You Don't Bring Me Flowers,7959300.0,327.0
Rock,Neil Diamond,September Morn,7959296.0,438.0
Rock,Neil Diamond,On The Way To The Sky,7958912.0,110.0
Rock,Neil Diamond,Heartlight,114758.0,215.0
Rock,Neil Diamond,Primitive,7953862.0,120.0
Pop,Neil Diamond,Headed For The Future,7958908.0,125.0
Pop,Neil Diamond,Hot August Night 2,7991766.0,15862.0
Pop,Neil Diamond,The Best Years Of Our Lives,7967606.0,203.0
Country,Neil Diamond,Lovescape,7959288.0,142.0
Pop,Neil Diamond,The Christmas Album,11747620.0,462.0
Rock,Neil Diamond,Up On The Roof: Songs From The Brill Building,111803.0,161.0
Pop,Neil Diamond,Live In America,7967608.0,494.0
Pop,Neil Diamond,The Christmas Album 2,11747610.0,181.0
Country,Neil Diamond,Tennessee Moon,7967602.0,193.0
Pop,Neil Diamond,In My Lifetime,8009638.0,801.0
Rock,Neil Diamond,The Movie Album: As Time Goes By,7993892.0,305.0
Pop,Neil Diamond,Three Chord Opera,7953780.0,129.0
Pop,Neil Diamond,Stages,7979882.0,319.0
Rock,Neil Diamond,12 Songs,8009616.0,634.0
Rock,Neil Diamond,Home Before Dark,97878.0,606.0
Christmas,Neil Diamond,A Cherry Cherry Christmas,11747614.0,232.0
Pop,Neil Diamond,Dreams,7953784.0,690.0
Pop,Nicole,"Flieg' Nicht So Hoch, Mein Kleiner Freund",116955.0,121.0
Rock,Nicole,A Little Peace,363318.0,177.0
Pop,Nicole,So Viele Lieder Sind In Mir,116953.0,59.0
Pop,Nicole,Weihnachten Mit Nicole,79036.0,58.0
Pop,Nicole,Und Ich Denke Schon Wieder Nur An Dich,1435863.0,16.0
Pop,Nicole,Wenn Schon... Denn Schon,116948.0,47.0
Pop,Nicole,Mit Dir Vielleicht,9345982.0,13.0
Pop,Nicole,Wenn Ich Singe: Meine Schönsten Balladen,108500.0,0.0
Pop,Nicole,Pur,1435863.0,16.0
Pop,Nicole,Die Großen Erfolge,73116.0,134.0
Pop,Nicole,Meine Lieder,9345982.0,13.0
Pop,Nicole,Abrakadabra,1431948.0,40.0
Pop,Nicole,Visionen,1460292.0,57.0
