_id,genre,id_artist,name,publicationDate,title,urlAlbum,id_album_deezer,deezerFans,language
ObjectId(5714debb25ac0d8aee34d8bf),Pop,ObjectId(56d7eabb26a8a3040c6869ac),Aaron Carter,2000,Aaron's Party (Come Get It),http://lyrics.wikia.com/Aaron_Carter:Aaron%27s_Party_%28Come_Get_It%29_%282000%29,1208831.0,335,eng
ObjectId(5714debb25ac0d8aee34d8c0),Teen Pop,ObjectId(56d7eabb26a8a3040c6869ac),Aaron Carter,2001,Oh Aaron,http://lyrics.wikia.com/Aaron_Carter:Oh_Aaron_%282001%29,1210452.0,289,eng
ObjectId(5714debb25ac0d8aee34d8c1),Teen Pop,ObjectId(56d7eabb26a8a3040c6869ac),Aaron Carter,2002,Another Earthquake!,http://lyrics.wikia.com/Aaron_Carter:Another_Earthquake%21_%282002%29,78723.0,537,eng
ObjectId(5714debb25ac0d8aee34d8c2),Teen Pop,ObjectId(56d7eabb26a8a3040c6869ac),Aaron Carter,2003,Most Requested Hits,http://lyrics.wikia.com/Aaron_Carter:Most_Requested_Hits_%282003%29,78723.0,537,eng
ObjectId(5714debb25ac0d8aee34d8dc),Country,ObjectId(56d7eabf26a8a3040c6869bd),Aaron Lewis,2011,Town Line,http://lyrics.wikia.com/Aaron_Lewis:Town_Line_%282011%29,15621200.0,40,eng
ObjectId(5714debb25ac0d8aee34d8dd),Country,ObjectId(56d7eabf26a8a3040c6869bd),Aaron Lewis,2012,The Road,http://lyrics.wikia.com/Aaron_Lewis:The_Road_%282012%29,6050635.0,401,eng
ObjectId(5714debb25ac0d8aee34df4d),Soul,ObjectId(56d7eedc56847be81b3e8b60),Adele,2008,19,http://lyrics.wikia.com/Adele:19_%282008%29,105781.0,103533,eng
ObjectId(5714debb25ac0d8aee34df51),Soul,ObjectId(56d7eedc56847be81b3e8b60),Adele,2012,Skyfall,http://lyrics.wikia.com/Adele:Skyfall_%282012%29,11259262.0,66197,eng
ObjectId(5714debb25ac0d8aee34e38e),Folk,ObjectId(56d7efc456847be81b3e8d10),Agnes Obel,2010,Philharmonics,http://lyrics.wikia.com/Agnes_Obel:Philharmonics_%282010%29,650084.0,67980,eng
ObjectId(5714debb25ac0d8aee34e38f),Folk,ObjectId(56d7efc456847be81b3e8d10),Agnes Obel,2013,Aventine,http://lyrics.wikia.com/Agnes_Obel:Aventine_%282013%29,6982745.0,78972,eng
ObjectId(5714debb25ac0d8aee34e43a),Hip Hop,ObjectId(56d7effb56847be81b3e8d5a),Ahmad,1993,Ahmad,http://lyrics.wikia.com/Ahmad:Ahmad_%281993%29,1345651.0,26,eng
ObjectId(5714debb25ac0d8aee34e738),Folk,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1970,Zero She Flies,http://lyrics.wikia.com/Al_Stewart:Zero_She_Flies_%281970%29,425236.0,170,eng
ObjectId(5714debb25ac0d8aee34e739),Progressive Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1972,Orange,http://lyrics.wikia.com/Al_Stewart:Orange_%281972%29,682582.0,117,eng
ObjectId(5714debb25ac0d8aee34e73a),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1973,"Past, Present & Future",http://lyrics.wikia.com/Al_Stewart:Past%2C_Present_%26_Future_%281973%29,1347366.0,33,eng
ObjectId(5714debb25ac0d8aee34e73e),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1978,Time Passages,http://lyrics.wikia.com/Al_Stewart:Time_Passages_%281978%29,320481.0,631,eng
ObjectId(5714debb25ac0d8aee34e740),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1981,Indian Summer,http://lyrics.wikia.com/Al_Stewart:Indian_Summer_%281981%29,1347513.0,55,eng
ObjectId(5714debb25ac0d8aee34e741),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1984,Russians & Americans,http://lyrics.wikia.com/Al_Stewart:Russians_%26_Americans_%281984%29,303835.0,164,eng
ObjectId(5714debb25ac0d8aee34e742),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1988,Last Days Of The Century,http://lyrics.wikia.com/Al_Stewart:Last_Days_Of_The_Century_%281988%29,320528.0,131,eng
ObjectId(5714debb25ac0d8aee34e745),Folk,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1993,To Whom It May Concern: 1966-70,http://lyrics.wikia.com/Al_Stewart:To_Whom_It_May_Concern:_1966-70_%281993%29,425236.0,170,eng
ObjectId(5714debb25ac0d8aee34e746),Folk,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1995,Between The Wars,http://lyrics.wikia.com/Al_Stewart:Between_The_Wars_%281995%29,300729.0,228,eng
ObjectId(5714debb25ac0d8aee34e747),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,1996,Seemed Like A Good Idea At The Time...,http://lyrics.wikia.com/Al_Stewart:Seemed_Like_A_Good_Idea_At_The_Time..._%281996%29,320497.0,125,eng
ObjectId(5714debb25ac0d8aee34e749),Rock,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,2000,Down In The Cellar,http://lyrics.wikia.com/Al_Stewart:Down_In_The_Cellar_%282000%29,8214144.0,64,eng
ObjectId(5714debb25ac0d8aee34e74a),Folk,ObjectId(56d7f0c156847be81b3e8e74),Al Stewart,2005,A Beach Full Of Shells,http://lyrics.wikia.com/Al_Stewart:A_Beach_Full_Of_Shells_%282005%29,320483.0,166,eng
ObjectId(5714debb25ac0d8aee34e81d),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1989,Here In The Real World,http://lyrics.wikia.com/Alan_Jackson:Here_In_The_Real_World_%281989%29,72400.0,760,eng
ObjectId(5714debb25ac0d8aee34e81e),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1991,Don't Rock The Jukebox,http://lyrics.wikia.com/Alan_Jackson:Don%27t_Rock_The_Jukebox_%281991%29,72394.0,1030,eng
ObjectId(5714debb25ac0d8aee34e81f),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1992,A Lot About Livin' (And A Little 'Bout Love),http://lyrics.wikia.com/Alan_Jackson:A_Lot_About_Livin%27_%28And_A_Little_%27Bout_Love%29_%281992%29,116425.0,651,eng
ObjectId(5714debb25ac0d8aee34e820),Christmas,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1993,Honky Tonk Christmas,http://lyrics.wikia.com/Alan_Jackson:Honky_Tonk_Christmas_%281993%29,114260.0,461,eng
ObjectId(5714debb25ac0d8aee34e822),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1995,The Greatest Hits Collection,http://lyrics.wikia.com/Alan_Jackson:The_Greatest_Hits_Collection_%281995%29,70963.0,3946,eng
ObjectId(5714debb25ac0d8aee34e823),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1996,Everything I Love,http://lyrics.wikia.com/Alan_Jackson:Everything_I_Love_%281996%29,71100.0,5991,eng
ObjectId(5714debb25ac0d8aee34e824),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1998,High Mileage,http://lyrics.wikia.com/Alan_Jackson:High_Mileage_%281998%29,110965.0,739,eng
ObjectId(5714debb25ac0d8aee34e825),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1999,Super Hits,http://lyrics.wikia.com/Alan_Jackson:Super_Hits_%281999%29,72154.0,999,eng
ObjectId(5714debb25ac0d8aee34e826),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,1999,Under The Influence,http://lyrics.wikia.com/Alan_Jackson:Under_The_Influence_%281999%29,107846.0,632,eng
ObjectId(5714debb25ac0d8aee34e827),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2000,When Somebody Loves You,http://lyrics.wikia.com/Alan_Jackson:When_Somebody_Loves_You_%282000%29,108306.0,449,eng
ObjectId(5714debb25ac0d8aee34e828),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2002,Drive,http://lyrics.wikia.com/Alan_Jackson:Drive_%282002%29,78626.0,869,eng
ObjectId(5714debb25ac0d8aee34e829),Christmas,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2002,Let It Be Christmas,http://lyrics.wikia.com/Alan_Jackson:Let_It_Be_Christmas_%282002%29,242331.0,110,eng
ObjectId(5714debb25ac0d8aee34e82c),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2004,What I Do,http://lyrics.wikia.com/Alan_Jackson:What_I_Do_%282004%29,1421180.0,657,eng
ObjectId(5714debb25ac0d8aee34e82d),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2005,Precious Memories,http://lyrics.wikia.com/Alan_Jackson:Precious_Memories_%282005%29,6385993.0,440,eng
ObjectId(5714debb25ac0d8aee34e82e),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2006,Like Red On A Rose,http://lyrics.wikia.com/Alan_Jackson:Like_Red_On_A_Rose_%282006%29,73560.0,511,eng
ObjectId(5714debb25ac0d8aee34e82f),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2008,Good Time,http://lyrics.wikia.com/Alan_Jackson:Good_Time_%282008%29,242314.0,1731,eng
ObjectId(5714debb25ac0d8aee34e830),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2009,Songs Of Love And Heartache,http://lyrics.wikia.com/Alan_Jackson:Songs_Of_Love_And_Heartache_%282009%29,71100.0,5991,eng
ObjectId(5714debb25ac0d8aee34e831),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2010,Freight Train,http://lyrics.wikia.com/Alan_Jackson:Freight_Train_%282010%29,507134.0,2367,eng
ObjectId(5714debb25ac0d8aee34e832),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2010,34 Number Ones,http://lyrics.wikia.com/Alan_Jackson:34_Number_Ones_%282010%29,70963.0,3946,eng
ObjectId(5714debb25ac0d8aee34e833),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2012,Thirty Miles West,http://lyrics.wikia.com/Alan_Jackson:Thirty_Miles_West_%282012%29,6385988.0,793,eng
ObjectId(5714debb25ac0d8aee34e836),Country,ObjectId(56d7f0f256847be81b3e8eb5),Alan Jackson,2015,Angels And Alcohol,http://lyrics.wikia.com/Alan_Jackson:Angels_And_Alcohol_%282015%29,10569605.0,1073,eng
ObjectId(5714debb25ac0d8aee34e8db),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1968,Love Can Be Found Anywhere (Even In A Guitar),http://lyrics.wikia.com/Albert_Collins:Love_Can_Be_Found_Anywhere_%28Even_In_A_Guitar%29_%281968%29,11603616.0,21,eng
ObjectId(5714debb25ac0d8aee34e8dd),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1978,Ice Pickin',http://lyrics.wikia.com/Albert_Collins:Ice_Pickin%27_%281978%29,6624970.0,1165,eng
ObjectId(5714debb25ac0d8aee34e8de),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1980,Frostbite,http://lyrics.wikia.com/Albert_Collins:Frostbite_%281980%29,6624972.0,160,eng
ObjectId(5714debb25ac0d8aee34e8e0),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1983,Don't Lose Your Cool,http://lyrics.wikia.com/Albert_Collins:Don%27t_Lose_Your_Cool_%281983%29,6625823.0,120,eng
ObjectId(5714debb25ac0d8aee34e8e1),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1984,Live In Japan,http://lyrics.wikia.com/Albert_Collins:Live_In_Japan_%281984%29,6625074.0,101,eng
ObjectId(5714debb25ac0d8aee34e8e2),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1986,Cold Snap,http://lyrics.wikia.com/Albert_Collins:Cold_Snap_%281986%29,6624980.0,135,eng
ObjectId(5714debb25ac0d8aee34e8e4),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1991,Iceman,http://lyrics.wikia.com/Albert_Collins:Iceman_%281991%29,320677.0,724,eng
ObjectId(5714debb25ac0d8aee34e8e5),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1991,Truckin' With Albert Collins,http://lyrics.wikia.com/Albert_Collins:Truckin%27_With_Albert_Collins_%281991%29,1684618.0,3,eng
ObjectId(5714debb25ac0d8aee34e8e6),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1991,The Complete Imperial Recordings,http://lyrics.wikia.com/Albert_Collins:The_Complete_Imperial_Recordings_%281991%29,11603616.0,21,eng
ObjectId(5714debb25ac0d8aee34e8e7),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1993,Collins Mix: The Best Of,http://lyrics.wikia.com/Albert_Collins:Collins_Mix:_The_Best_Of_%281993%29,301920.0,281,eng
ObjectId(5714debb25ac0d8aee34e8e8),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,1997,Deluxe Edition,http://lyrics.wikia.com/Albert_Collins:Deluxe_Edition_%281997%29,6624970.0,1165,eng
ObjectId(5714debb25ac0d8aee34e8ea),Blues,ObjectId(56d7f12256847be81b3e8ef6),Albert Collins,2008,Live At Montreux 1992,http://lyrics.wikia.com/Albert_Collins:Live_At_Montreux_1992_%282008%29,1705725.0,7,eng
ObjectId(5714debb25ac0d8aee34e905),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1962,The Big Blues,http://lyrics.wikia.com/Albert_King:The_Big_Blues_%281962%29,5965957.0,60,eng
ObjectId(5714debb25ac0d8aee34e906),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1967,Born Under A Bad Sign,http://lyrics.wikia.com/Albert_King:Born_Under_A_Bad_Sign_%281967%29,81709.0,1094,eng
ObjectId(5714debb25ac0d8aee34e907),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1968,Live Wire/Blues Power,http://lyrics.wikia.com/Albert_King:Live_Wire%2FBlues_Power_%281968%29,118494.0,329,eng
ObjectId(5714debb25ac0d8aee34e908),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1969,Years Gone By,http://lyrics.wikia.com/Albert_King:Years_Gone_By_%281969%29,101038.0,168,eng
ObjectId(5714debb25ac0d8aee34e909),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1970,Blues For Elvis: King Does The King's Things,http://lyrics.wikia.com/Albert_King:Blues_For_Elvis:_King_Does_The_King%27s_Things_%281970%29,118581.0,132,eng
ObjectId(5714debb25ac0d8aee34e90a),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1971,Lovejoy,http://lyrics.wikia.com/Albert_King:Lovejoy_%281971%29,101037.0,189,eng
ObjectId(5714debb25ac0d8aee34e90b),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1972,I'll Play The Blues For You,http://lyrics.wikia.com/Albert_King:I%27ll_Play_The_Blues_For_You_%281972%29,118582.0,359,eng
ObjectId(5714debb25ac0d8aee34e90c),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1973,Blues At Sunset,http://lyrics.wikia.com/Albert_King:Blues_At_Sunset_%281973%29,215760.0,253,eng
ObjectId(5714debb25ac0d8aee34e90d),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1974,I Wanna Get Funky,http://lyrics.wikia.com/Albert_King:I_Wanna_Get_Funky_%281974%29,118583.0,582,eng
ObjectId(5714debb25ac0d8aee34e90f),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1976,Albert,http://lyrics.wikia.com/Albert_King:Albert_%281976%29,252327.0,77,eng
ObjectId(5714debb25ac0d8aee34e911),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1977,King Albert,http://lyrics.wikia.com/Albert_King:King_Albert_%281977%29,129532.0,93,eng
ObjectId(5714debb25ac0d8aee34e913),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1978,New Orleans Heat,http://lyrics.wikia.com/Albert_King:New_Orleans_Heat_%281978%29,129391.0,159,eng
ObjectId(5714debb25ac0d8aee34e915),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1986,The Lost Session,http://lyrics.wikia.com/Albert_King:The_Lost_Session_%281986%29,101045.0,123,eng
ObjectId(5714debb25ac0d8aee34e916),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1988,Blues At Sunrise,http://lyrics.wikia.com/Albert_King:Blues_At_Sunrise_%281988%29,118585.0,149,eng
ObjectId(5714debb25ac0d8aee34e917),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1991,Red House,http://lyrics.wikia.com/Albert_King:Red_House_%281991%29,101045.0,123,eng
ObjectId(5714debb25ac0d8aee34e919),Blues,ObjectId(56d7f12a56847be81b3e8efe),Albert King,1996,Hard Bargain,http://lyrics.wikia.com/Albert_King:Hard_Bargain_%281996%29,101060.0,162,eng
ObjectId(5714debb25ac0d8aee34ea9e),Ranchera,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,1993,Piel De Nina,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:Piel_De_Nina_%281993%29,1215604.0,4468,spa
ObjectId(5714debb25ac0d8aee34ea9f),Ranchera,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,1994,Grandes Éxitos A La Manera De Alejandro Fernández,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:Grandes_%C3%89xitos_A_La_Manera_De_Alejandro_Fern%C3%A1ndez_%281994%29,1212914.0,42050,spa
ObjectId(5714debb25ac0d8aee34eaa0),Ranchera,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,1995,Que Seas Muy Feliz,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:Que_Seas_Muy_Feliz_%281995%29,1214467.0,5143,spa
ObjectId(5714debb25ac0d8aee34eaa3),Latin Pop,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,1999,Mi Verdad,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:Mi_Verdad_%281999%29,1215153.0,1905,spa
ObjectId(5714debb25ac0d8aee34eaa4),Latin Pop,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,2000,Entre Tus Brazos,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:Entre_Tus_Brazos_%282000%29,1215246.0,433,spa
ObjectId(5714debb25ac0d8aee34eaa7),Ranchera,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,2003,Niña Amada Mía,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:Ni%C3%B1a_Amada_M%C3%ADa_%282003%29,1215326.0,6190,spa
ObjectId(5714debb25ac0d8aee34eaa9),Latin Pop,ObjectId(56d7f17356847be81b3e8f73),Alejandro Fernández,2005,México - Madrid: En Directo Y Sin Escalas,http://lyrics.wikia.com/Alejandro_Fern%C3%A1ndez:M%C3%A9xico_-_Madrid:_En_Directo_Y_Sin_Escalas_%282005%29,7099703.0,8013,spa
ObjectId(5714debb25ac0d8aee34eb9f),Rock,ObjectId(56d7f3d353a7ddfc01f8f93b),Alex Harvey,1979,The Mafia Stole My Guitar,http://lyrics.wikia.com/Alex_Harvey:The_Mafia_Stole_My_Guitar_%281979%29,12652656.0,87,eng
ObjectId(5714debb25ac0d8aee34ec1f),Schlager,ObjectId(56d7f3ed53a7ddfc01f8f98d),Alexandra,1972,Stimme Der Sehnsucht,http://lyrics.wikia.com/Alexandra:Stimme_Der_Sehnsucht_%281972%29,246138.0,54,mul
ObjectId(5714debb25ac0d8aee34ec42),Eurodance,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,1997,Fan Club,http://lyrics.wikia.com/Alexia:Fan_Club_%281997%29,6050478.0,287,eng
ObjectId(5714debb25ac0d8aee34ec43),Eurodance,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,1998,The Party,http://lyrics.wikia.com/Alexia:The_Party_%281998%29,6050483.0,141,eng
ObjectId(5714debb25ac0d8aee34ec44),Eurodance,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,1999,Happy,http://lyrics.wikia.com/Alexia:Happy_%281999%29,6050487.0,97,eng
ObjectId(5714debb25ac0d8aee34ec45),Europop,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,2001,Mad For Music,http://lyrics.wikia.com/Alexia:Mad_For_Music_%282001%29,241174.0,10,eng
ObjectId(5714debb25ac0d8aee34ec46),Europop,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,2002,Alexia,http://lyrics.wikia.com/Alexia:Alexia_%282002%29,241190.0,18,ita
ObjectId(5714debb25ac0d8aee34ec47),Europop,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,2003,Il Cuore A Modo Mio,http://lyrics.wikia.com/Alexia:Il_Cuore_A_Modo_Mio_%282003%29,1464876.0,6,ita
ObjectId(5714debb25ac0d8aee34ec49),Europop,ObjectId(56d7f3f853a7ddfc01f8f99f),Alexia,2005,Da Grande,http://lyrics.wikia.com/Alexia:Da_Grande_%282005%29,1213856.0,61,ita
ObjectId(5714debb25ac0d8aee34ec85),Pop Rock,ObjectId(56d7f41753a7ddfc01f8f9be),Alexz Johnson,2005,Songs From Instant Star,http://lyrics.wikia.com/Alexz_Johnson:Songs_From_Instant_Star_%282005%29,1234141.0,95,eng
ObjectId(5714debb25ac0d8aee34ec86),Pop Rock,ObjectId(56d7f41753a7ddfc01f8f9be),Alexz Johnson,2006,Songs From Instant Star Two,http://lyrics.wikia.com/Alexz_Johnson:Songs_From_Instant_Star_Two_%282006%29,1234142.0,80,eng
ObjectId(5714debb25ac0d8aee34ed3a),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1981,Alice,http://lyrics.wikia.com/Alice:Alice_%281981%29,320872.0,47,ita
ObjectId(5714debb25ac0d8aee34ed3b),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1982,Azimut,http://lyrics.wikia.com/Alice:Azimut_%281982%29,320867.0,183,ita
ObjectId(5714debb25ac0d8aee34ed3d),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1985,Gioielli Rubati,http://lyrics.wikia.com/Alice:Gioielli_Rubati_%281985%29,320870.0,77,ita
ObjectId(5714debb25ac0d8aee34ed3e),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1986,Park Hotel,http://lyrics.wikia.com/Alice:Park_Hotel_%281986%29,320868.0,62,ita
ObjectId(5714debb25ac0d8aee34ed41),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1989,Il Sole Nella Pioggia,http://lyrics.wikia.com/Alice:Il_Sole_Nella_Pioggia_%281989%29,320880.0,70,ita
ObjectId(5714debb25ac0d8aee34ed42),Rock,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1992,Mezzogiorno Sulle Alpi,http://lyrics.wikia.com/Alice:Mezzogiorno_Sulle_Alpi_%281992%29,320881.0,39,ita
ObjectId(5714debb25ac0d8aee34ed43),Vocal,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1995,Charade,http://lyrics.wikia.com/Alice:Charade_%281995%29,94739.0,15,ita
ObjectId(5714debb25ac0d8aee34ed44),Rock,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1998,Exit,http://lyrics.wikia.com/Alice:Exit_%281998%29,84039.0,18,ita
ObjectId(5714debb25ac0d8aee34ed45),Vocal,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,1999,God Is My DJ,http://lyrics.wikia.com/Alice:God_Is_My_DJ_%281999%29,320879.0,43,mul
ObjectId(5714debb25ac0d8aee34ed46),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,2000,Personal Juke Box,http://lyrics.wikia.com/Alice:Personal_Juke_Box_%282000%29,92345.0,28,ita
ObjectId(5714debb25ac0d8aee34ed47),Pop,ObjectId(56d7f43c53a7ddfc01f8fa10),Alice,2003,Viaggio In Italia,http://lyrics.wikia.com/Alice:Viaggio_In_Italia_%282003%29,14466622.0,10,ita
ObjectId(5714debb25ac0d8aee34ee33),Rock,ObjectId(56d7f47c53a7ddfc01f8fa64),Alisha,1986,Alisha,http://lyrics.wikia.com/Alisha:Alisha_%281986%29,1447662.0,3,eng
ObjectId(5714debb25ac0d8aee34f375),Eurodance,ObjectId(56d7f5af53a7ddfc01f8fc88),Amber,1999,Amber,http://lyrics.wikia.com/Amber:Amber_%281999%29,711327.0,10,eng
ObjectId(5714debb25ac0d8aee34f378),Electronic,ObjectId(56d7f5af53a7ddfc01f8fc88),Amber,2004,My Kind Of World,http://lyrics.wikia.com/Amber:My_Kind_Of_World_%282004%29,7302542.0,15,eng
ObjectId(5714debb25ac0d8aee34f61d),Rock,ObjectId(56d7f66853a7ddfc01f8fd96),Amy Lee,2016,"Recover, Vol. 1",http://lyrics.wikia.com/Amy_Lee:Recover%2C_Vol._1_%282016%29,11998788.0,601,eng
ObjectId(5714debb25ac0d8aee34f9f0),Musical,ObjectId(56d7f76053a7ddfc01f8ff1c),Andrew Lloyd Webber,2003,Tell Me On A Sunday,http://lyrics.wikia.com/Andrew_Lloyd_Webber:Tell_Me_On_A_Sunday_%282003%29,126448.0,236,eng
ObjectId(5714debb25ac0d8aee34fb7b),Electronic,ObjectId(56d7f7b253a7ddfc01f8ffa4),Andy Hunter°,2010,Collide,http://lyrics.wikia.com/Andy_Hunter%C2%B0:Collide_%282010%29,295299.0,79,eng
ObjectId(5714debb25ac0d8aee34fbde),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1962,Moon River And Other Great Movie Themes,http://lyrics.wikia.com/Andy_Williams:Moon_River_And_Other_Great_Movie_Themes_%281962%29,116641.0,224,eng
ObjectId(5714debb25ac0d8aee34fbe0),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1962,Million Seller Songs,http://lyrics.wikia.com/Andy_Williams:Million_Seller_Songs_%281962%29,15160135.0,1,eng
ObjectId(5714debb25ac0d8aee34fbe6),Christmas,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1965,Merry Christmas,http://lyrics.wikia.com/Andy_Williams:Merry_Christmas_%281965%29,75245.0,227,eng
ObjectId(5714debb25ac0d8aee34fbed),Pop,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1969,Happy Heart,http://lyrics.wikia.com/Andy_Williams:Happy_Heart_%281969%29,231371.0,43,eng
ObjectId(5714debb25ac0d8aee34fbf3),Pop,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1974,The Way We Were,http://lyrics.wikia.com/Andy_Williams:The_Way_We_Were_%281974%29,7507282.0,1,eng
ObjectId(5714debb25ac0d8aee34fbf4),Christmas,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1974,Christmas Present,http://lyrics.wikia.com/Andy_Williams:Christmas_Present_%281974%29,242366.0,30,eng
ObjectId(5714debb25ac0d8aee34fbf6),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1990,16 Most Requested Songs,http://lyrics.wikia.com/Andy_Williams:16_Most_Requested_Songs_%281990%29,116739.0,22,eng
ObjectId(5714debb25ac0d8aee34fbf7),Country,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1991,Nashville,http://lyrics.wikia.com/Andy_Williams:Nashville_%281991%29,7507282.0,1,eng
ObjectId(5714debb25ac0d8aee34fbf8),Easy Listening,ObjectId(56d7f7cb53a7ddfc01f8ffc8),Andy Williams,1991,Best Of Andy Williams,http://lyrics.wikia.com/Andy_Williams:Best_Of_Andy_Williams_%281991%29,97537.0,117,eng
