_id,genre,id_artist,name,publicationDate,title,urlAlbum,id_album_deezer,deezerFans,language
ObjectId(5714debe25ac0d8aee364e84),MPB,ObjectId(56d84da453a7ddfc01f97af7),Joyce,2000,Tudo Bonito,http://lyrics.wikia.com/Joyce:Tudo_Bonito_%282000%29,1582985.0,12,por
ObjectId(5714debe25ac0d8aee364eeb),Christian Hip Hop,ObjectId(56d84dca53a7ddfc01f97b24),Json,2005,The Seasoning,http://lyrics.wikia.com/Json:The_Seasoning_%282005%29,6855599.0,56,eng
ObjectId(5714debe25ac0d8aee364eec),Christian Hip Hop,ObjectId(56d84dca53a7ddfc01f97b24),Json,2008,Life On Life,http://lyrics.wikia.com/Json:Life_On_Life_%282008%29,6780056.0,77,eng
ObjectId(5714debe25ac0d8aee364eed),Christian Hip Hop,ObjectId(56d84dca53a7ddfc01f97b24),Json,2010,City Lights,http://lyrics.wikia.com/Json:City_Lights_%282010%29,6780097.0,124,eng
ObjectId(5714debe25ac0d8aee364eee),Christian Hip Hop,ObjectId(56d84dca53a7ddfc01f97b24),Json,2012,Growing Pains,http://lyrics.wikia.com/Json:Growing_Pains_%282012%29,6780099.0,243,eng
ObjectId(5714debe25ac0d8aee364fb9),Folk Rock,ObjectId(56d84dfb53a7ddfc01f97b7b),Jude,1997,430 N. Harper Ave.,http://lyrics.wikia.com/Jude:430_N._Harper_Ave._%281997%29,8395506.0,51,eng
ObjectId(5714debe25ac0d8aee364fbb),Folk Rock,ObjectId(56d84dfb53a7ddfc01f97b7b),Jude,2001,King Of Yesterday,http://lyrics.wikia.com/Jude:King_Of_Yesterday_%282001%29,1347702.0,13,eng
ObjectId(5714debe25ac0d8aee364fbd),Folk Rock,ObjectId(56d84dfb53a7ddfc01f97b7b),Jude,2006,Redemption,http://lyrics.wikia.com/Jude:Redemption_%282006%29,848528.0,24,eng
ObjectId(5714debe25ac0d8aee364fcc),Ska,ObjectId(56d84dfd53a7ddfc01f97b7f),Judge Dread,1989,King Of Rudeness,http://lyrics.wikia.com/Judge_Dread:King_Of_Rudeness_%281989%29,201666.0,153,eng
ObjectId(5714debe25ac0d8aee36519b),Christmas,ObjectId(56d84e7f53a7ddfc01f97c11),Julie Andrews,1998,A Christmas Treasure,http://lyrics.wikia.com/Julie_Andrews:A_Christmas_Treasure_%281998%29,73085.0,291,eng
ObjectId(5714debe25ac0d8aee3651d7),Country,ObjectId(56d84e8a53a7ddfc01f97c2a),Julie Roberts,2004,Julie Roberts,http://lyrics.wikia.com/Julie_Roberts:Julie_Roberts_%282004%29,287846.0,89,eng
ObjectId(5714debe25ac0d8aee3651d8),Country,ObjectId(56d84e8a53a7ddfc01f97c2a),Julie Roberts,2006,Men & Mascara,http://lyrics.wikia.com/Julie_Roberts:Men_%26_Mascara_%282006%29,2079641.0,86,eng
ObjectId(5714debe25ac0d8aee365468),Country,ObjectId(56d84f3e53a7ddfc01f97d1b),Justin Moore,2009,Justin Moore,http://lyrics.wikia.com/Justin_Moore:Justin_Moore_%282009%29,6988666.0,169,eng
ObjectId(5714debe25ac0d8aee365469),Country,ObjectId(56d84f3e53a7ddfc01f97d1b),Justin Moore,2011,Outlaws Like Me,http://lyrics.wikia.com/Justin_Moore:Outlaws_Like_Me_%282011%29,8986043.0,299,eng
ObjectId(5714debe25ac0d8aee365479),Singer-Songwriter,ObjectId(56d84f4053a7ddfc01f97d21),Justin Nozuka,2007,Holly,http://lyrics.wikia.com/Justin_Nozuka:Holly_%282007%29,354860.0,13623,eng
ObjectId(5714debe25ac0d8aee36547a),Singer-Songwriter,ObjectId(56d84f4053a7ddfc01f97d21),Justin Nozuka,2010,You I Wind Land And Sea,http://lyrics.wikia.com/Justin_Nozuka:You_I_Wind_Land_And_Sea_%282010%29,536306.0,11792,eng
ObjectId(5714debe25ac0d8aee36547b),Singer-Songwriter,ObjectId(56d84f4053a7ddfc01f97d21),Justin Nozuka,2011,Blue Velvet Sea,http://lyrics.wikia.com/Justin_Nozuka:Blue_Velvet_Sea_%282011%29,1350885.0,16,eng
ObjectId(5714debe25ac0d8aee36554e),Canadian Hip Hop,ObjectId(56d84fa753a7ddfc01f97d7c),K'naan,2009,Troubadour,http://lyrics.wikia.com/K%27naan:Troubadour_%282009%29,284071.0,3060,eng
ObjectId(5714debe25ac0d8aee36554f),Hip Hop,ObjectId(56d84fa753a7ddfc01f97d7c),K'naan,2012,"Country, God Or The Girl",http://lyrics.wikia.com/K%27naan:Country%2C_God_Or_The_Girl_%282012%29,5988658.0,2019,eng
ObjectId(5714debe25ac0d8aee365573),Alternative Hip Hop,ObjectId(56d84faf53a7ddfc01f97d8c),K-OS,2004,Joyful Rebellion,http://lyrics.wikia.com/K-OS:Joyful_Rebellion_%282004%29,302266.0,2893,eng
ObjectId(5714debe25ac0d8aee365575),Alternative Hip Hop,ObjectId(56d84faf53a7ddfc01f97d8c),K-OS,2006,Yes!,http://lyrics.wikia.com/K-OS:_Yes%21_%282006%29,12939922.0,41,eng
ObjectId(5714debe25ac0d8aee3659da),Country,ObjectId(56d850b953a7ddfc01f97f4b),Kasey Chambers,1999,The Captain,http://lyrics.wikia.com/Kasey_Chambers:The_Captain_%281999%29,333016.0,264,eng
ObjectId(5714debe25ac0d8aee3659db),Country,ObjectId(56d850b953a7ddfc01f97f4b),Kasey Chambers,2001,Barricades & Brickwalls,http://lyrics.wikia.com/Kasey_Chambers:Barricades_%26_Brickwalls_%282001%29,299097.0,99,eng
ObjectId(5714debe25ac0d8aee3659dc),Country,ObjectId(56d850b953a7ddfc01f97f4b),Kasey Chambers,2004,Wayward Angel,http://lyrics.wikia.com/Kasey_Chambers:Wayward_Angel_%282004%29,299513.0,238,eng
ObjectId(5714debe25ac0d8aee3659dd),Country,ObjectId(56d850b953a7ddfc01f97f4b),Kasey Chambers,2006,Carnival,http://lyrics.wikia.com/Kasey_Chambers:Carnival_%282006%29,332993.0,128,eng
ObjectId(5714debe25ac0d8aee3659de),Bluegrass,ObjectId(56d850b953a7ddfc01f97f4b),Kasey Chambers,2008,Rattlin' Bones,http://lyrics.wikia.com/Kasey_Chambers:Rattlin%27_Bones_%282008%29,1451817.0,16,eng
ObjectId(5714debe25ac0d8aee365cb0),Rock,ObjectId(56d8516653a7ddfc01f98062),Kazik,1993,Spalaj Się,http://lyrics.wikia.com/Kazik:Spalaj_Si%C4%99_%281993%29,12725598.0,143,pol
ObjectId(5714debe25ac0d8aee365d59),Pop Rock,ObjectId(56d8519f53a7ddfc01f980a5),Keith,1967,98.6 / Ain't Gonna Lie,http://lyrics.wikia.com/Keith:98.6_%2F_Ain%27t_Gonna_Lie_%281967%29,1206530.0,5,eng
ObjectId(5714debe25ac0d8aee365d90),Rock,ObjectId(56d851af53a7ddfc01f980c3),Keith Richards,1988,Talk Is Cheap,http://lyrics.wikia.com/Keith_Richards:Talk_Is_Cheap_%281988%29,11008948.0,702,eng
ObjectId(5714debe25ac0d8aee365d92),Rock,ObjectId(56d851af53a7ddfc01f980c3),Keith Richards,1992,Main Offender,http://lyrics.wikia.com/Keith_Richards:Main_Offender_%281992%29,11008082.0,763,eng
ObjectId(5714debe25ac0d8aee365f5e),Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1982,Kenny G,http://lyrics.wikia.com/Kenny_G:Kenny_G_%281982%29,244280.0,544,eng
ObjectId(5714debe25ac0d8aee365f5f),Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1983,G Force,http://lyrics.wikia.com/Kenny_G:G_Force_%281983%29,244279.0,553,eng
ObjectId(5714debe25ac0d8aee365f60),Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1985,Gravity,http://lyrics.wikia.com/Kenny_G:Gravity_%281985%29,116385.0,498,eng
ObjectId(5714debe25ac0d8aee365f61),Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1986,Duotones,http://lyrics.wikia.com/Kenny_G:Duotones_%281986%29,121466.0,750,eng
ObjectId(5714debe25ac0d8aee365f62),Smooth Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1988,Silhouette,http://lyrics.wikia.com/Kenny_G:Silhouette_%281988%29,116388.0,1014,eng
ObjectId(5714debe25ac0d8aee365f63),Smooth Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1992,Breathless,http://lyrics.wikia.com/Kenny_G:Breathless_%281992%29,116410.0,3342,eng
ObjectId(5714debe25ac0d8aee365f65),Smooth Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1996,The Moment,http://lyrics.wikia.com/Kenny_G:The_Moment_%281996%29,113914.0,2516,eng
ObjectId(5714debe25ac0d8aee365f66),Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,1999,Classics In The Key Of G,http://lyrics.wikia.com/Kenny_G:Classics_In_The_Key_Of_G_%281999%29,107853.0,691,eng
ObjectId(5714debe25ac0d8aee365f68),Smooth Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,2002,Paradise,http://lyrics.wikia.com/Kenny_G:Paradise_%282002%29,108351.0,511,eng
ObjectId(5714debe25ac0d8aee365f69),Christmas,ObjectId(56d8522953a7ddfc01f98187),Kenny G,2002,Wishes: A Holiday Album,http://lyrics.wikia.com/Kenny_G:Wishes:_A_Holiday_Album_%282002%29,108352.0,709,eng
ObjectId(5714debe25ac0d8aee365f6c),Latin Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,2008,Rhythm And Romance,http://lyrics.wikia.com/Kenny_G:Rhythm_And_Romance_%282008%29,104897.0,2214,eng
ObjectId(5714debe25ac0d8aee365f6d),Smooth Jazz,ObjectId(56d8522953a7ddfc01f98187),Kenny G,2010,Heart And Soul,http://lyrics.wikia.com/Kenny_G:Heart_And_Soul_%282010%29,597524.0,2656,eng
ObjectId(5714debe25ac0d8aee366048),Pop,ObjectId(56d8525c53a7ddfc01f981c5),Kerli,2007,Kerli,http://lyrics.wikia.com/Kerli:Kerli_%282007%29,230384.0,260,eng
ObjectId(5714debe25ac0d8aee366049),Rock,ObjectId(56d8525c53a7ddfc01f981c5),Kerli,2008,Love Is Dead,http://lyrics.wikia.com/Kerli:Love_Is_Dead_%282008%29,272106.0,2603,eng
ObjectId(5714debe25ac0d8aee36604a),Electronic,ObjectId(56d8525c53a7ddfc01f981c5),Kerli,2013,Utopia,http://lyrics.wikia.com/Kerli:Utopia_%282013%29,6393840.0,3333,eng
ObjectId(5714debe25ac0d8aee36651a),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1986,Fatal Portrait,http://lyrics.wikia.com/King_Diamond:Fatal_Portrait_%281986%29,611374.0,1390,eng
ObjectId(5714debe25ac0d8aee36651b),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1987,Abigail,http://lyrics.wikia.com/King_Diamond:Abigail_%281987%29,338684.0,2740,eng
ObjectId(5714debe25ac0d8aee36651c),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1988,"""Them""",http://lyrics.wikia.com/King_Diamond:%22Them%22_%281988%29,338685.0,1452,eng
ObjectId(5714debe25ac0d8aee36651d),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1989,Conspiracy,http://lyrics.wikia.com/King_Diamond:Conspiracy_%281989%29,611364.0,1280,eng
ObjectId(5714debe25ac0d8aee36651e),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1990,The Eye,http://lyrics.wikia.com/King_Diamond:The_Eye_%281990%29,80270.0,1123,eng
ObjectId(5714debe25ac0d8aee36651f),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1990,In Concert 1987: Abigail,http://lyrics.wikia.com/King_Diamond:In_Concert_1987:_Abigail_%281990%29,338936.0,427,eng
ObjectId(5714debe25ac0d8aee366520),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1995,The Spider's Lullabye,http://lyrics.wikia.com/King_Diamond:The_Spider%27s_Lullabye_%281995%29,10697752.0,294,eng
ObjectId(5714debe25ac0d8aee366521),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1996,The Graveyard,http://lyrics.wikia.com/King_Diamond:The_Graveyard_%281996%29,10699228.0,425,eng
ObjectId(5714debe25ac0d8aee366522),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,1998,Voodoo,http://lyrics.wikia.com/King_Diamond:Voodoo_%281998%29,10699226.0,369,eng
ObjectId(5714debe25ac0d8aee366523),Heavy Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,2000,House Of God,http://lyrics.wikia.com/King_Diamond:House_Of_God_%282000%29,11467538.0,426,eng
ObjectId(5714debe25ac0d8aee366524),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,2002,Abigail II: The Revenge,http://lyrics.wikia.com/King_Diamond:Abigail_II:_The_Revenge_%282002%29,6958447.0,748,eng
ObjectId(5714debe25ac0d8aee366525),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,2003,The Puppet Master,http://lyrics.wikia.com/King_Diamond:The_Puppet_Master_%282003%29,8997011.0,420,eng
ObjectId(5714debe25ac0d8aee366526),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,2004,Deadly Lullabyes,http://lyrics.wikia.com/King_Diamond:Deadly_Lullabyes_%282004%29,8986811.0,225,eng
ObjectId(5714debe25ac0d8aee366527),Black Metal,ObjectId(56d8539153a7ddfc01f983c2),King Diamond,2007,Give Me Your Soul... Please,http://lyrics.wikia.com/King_Diamond:Give_Me_Your_Soul..._Please_%282007%29,8986813.0,431,eng
ObjectId(5714debe25ac0d8aee36680c),Industrial,ObjectId(56d8545753a7ddfc01f984dd),Klutæ,1991,Explicit,http://lyrics.wikia.com/Klut%C3%A6:Explicit_%281991%29,1066868.0,10,eng
ObjectId(5714debe25ac0d8aee36680f),Industrial,ObjectId(56d8545753a7ddfc01f984dd),Klutæ,1995,Excepted,http://lyrics.wikia.com/Klut%C3%A6:Excepted_%281995%29,1066868.0,10,eng
ObjectId(5714debe25ac0d8aee366810),Industrial,ObjectId(56d8545753a7ddfc01f984dd),Klutæ,2006,Sinner,http://lyrics.wikia.com/Klut%C3%A6:Sinner_%282006%29,1066868.0,10,eng
ObjectId(5714debe25ac0d8aee366811),Industrial,ObjectId(56d8545753a7ddfc01f984dd),Klutæ,2006,Hit'N'Run,http://lyrics.wikia.com/Klut%C3%A6:Hit%27N%27Run_%282006%29,1066870.0,14,eng
ObjectId(5714debe25ac0d8aee366812),Industrial,ObjectId(56d8545753a7ddfc01f984dd),Klutæ,2006,Roadkill,http://lyrics.wikia.com/Klut%C3%A6:Roadkill_%282006%29,1066868.0,10,eng
ObjectId(5714debe25ac0d8aee366ad7),Midwest Rap,ObjectId(56d854f453a7ddfc01f985d4),Krayzie Bone,2001,Thug On Da Line,http://lyrics.wikia.com/Krayzie_Bone:Thug_On_Da_Line_%282001%29,97883.0,168,eng
ObjectId(5714debe25ac0d8aee366b70),Pop,ObjectId(56d8552f53a7ddfc01f98611),Kristian Anttila,2003,Natta De Mina,http://lyrics.wikia.com/Kristian_Anttila:Natta_De_Mina_%282003%29,1686739.0,1,swe
ObjectId(5714debe25ac0d8aee366b71),Pop,ObjectId(56d8552f53a7ddfc01f98611),Kristian Anttila,2005,Innan Bomberna,http://lyrics.wikia.com/Kristian_Anttila:Innan_Bomberna_%282005%29,625473.0,2,swe
ObjectId(5714debe25ac0d8aee366b72),Pop,ObjectId(56d8552f53a7ddfc01f98611),Kristian Anttila,2008,Lille Napoleon,http://lyrics.wikia.com/Kristian_Anttila:Lille_Napoleon_%282008%29,1445766.0,3,swe
ObjectId(5714debe25ac0d8aee366c53),Hip Hop,ObjectId(56d8555d53a7ddfc01f98672),KSI,2016,Keep Up,http://lyrics.wikia.com/KSI:Keep_Up_%282016%29,12118190.0,3238,eng
ObjectId(5714debe25ac0d8aee366e51),Pop Rock,ObjectId(56d855f253a7ddfc01f9873a),L'Aura,2005,Okumuki,http://lyrics.wikia.com/L%27Aura:Okumuki_%282005%29,75096.0,227,mul
ObjectId(5714debe25ac0d8aee366e52),Pop Rock,ObjectId(56d855f253a7ddfc01f9873a),L'Aura,2007,Demian,http://lyrics.wikia.com/L%27Aura:Demian_%282007%29,72554.0,66,mul
ObjectId(5714debe25ac0d8aee366e53),Pop,ObjectId(56d855f253a7ddfc01f9873a),L'Aura,2008,L'Aura,http://lyrics.wikia.com/L%27Aura:L%27Aura_%282008%29,72554.0,66,mul
ObjectId(5714debe25ac0d8aee366eac),Hip Hop,ObjectId(56d8560653a7ddfc01f98757),L.O.C.,2001,Dominologi,http://lyrics.wikia.com/L.O.C.:Dominologi_%282001%29,1445856.0,320,dan
ObjectId(5714debe25ac0d8aee366eae),Hip Hop,ObjectId(56d8560653a7ddfc01f98757),L.O.C.,2005,Cassiopeia,http://lyrics.wikia.com/L.O.C.:Cassiopeia_%282005%29,333824.0,550,dan
ObjectId(5714debe25ac0d8aee366eb0),Hip Hop,ObjectId(56d8560653a7ddfc01f98757),L.O.C.,2008,Melankolia/XxxCouture,http://lyrics.wikia.com/L.O.C.:Melankolia%2FXxxCouture_%282008%29,1445879.0,523,dan
ObjectId(5714debe25ac0d8aee366eb1),Hip Hop,ObjectId(56d8560653a7ddfc01f98757),L.O.C.,2008,Nyt Fra Vestfronten 2,http://lyrics.wikia.com/L.O.C.:Nyt_Fra_Vestfronten_2_%282008%29,333824.0,550,dan
ObjectId(5714debe25ac0d8aee366eb2),Hip Hop,ObjectId(56d8560653a7ddfc01f98757),L.O.C.,2011,Libertiner,http://lyrics.wikia.com/L.O.C.:Libertiner_%282011%29,1445872.0,490,dan
ObjectId(5714debe25ac0d8aee36781a),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,1996,Blue,http://lyrics.wikia.com/LeAnn_Rimes:Blue_%281996%29,7507412.0,437,eng
ObjectId(5714debe25ac0d8aee36781c),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,1997,You Light Up My Life: Inspirational Songs,http://lyrics.wikia.com/LeAnn_Rimes:You_Light_Up_My_Life:_Inspirational_Songs_%281997%29,9540458.0,633,eng
ObjectId(5714debe25ac0d8aee36781d),Country Pop,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,1998,Sittin' On Top Of The World,http://lyrics.wikia.com/LeAnn_Rimes:Sittin%27_On_Top_Of_The_World_%281998%29,7507340.0,352,eng
ObjectId(5714debe25ac0d8aee36781e),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,1999,LeAnn Rimes,http://lyrics.wikia.com/LeAnn_Rimes:LeAnn_Rimes_%281999%29,7507312.0,298,eng
ObjectId(5714debe25ac0d8aee36781f),Pop,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2001,I Need You,http://lyrics.wikia.com/LeAnn_Rimes:I_Need_You_%282001%29,7507257.0,785,eng
ObjectId(5714debe25ac0d8aee367820),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2001,God Bless America,http://lyrics.wikia.com/LeAnn_Rimes:God_Bless_America_%282001%29,7507230.0,165,eng
ObjectId(5714debe25ac0d8aee367821),Pop,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2002,Twisted Angel,http://lyrics.wikia.com/LeAnn_Rimes:Twisted_Angel_%282002%29,7507233.0,294,eng
ObjectId(5714debe25ac0d8aee367822),Christmas,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2004,What A Wonderful World,http://lyrics.wikia.com/LeAnn_Rimes:What_A_Wonderful_World_%282004%29,7507253.0,206,eng
ObjectId(5714debe25ac0d8aee367823),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2005,This Woman,http://lyrics.wikia.com/LeAnn_Rimes:This_Woman_%282005%29,7507210.0,291,eng
ObjectId(5714debe25ac0d8aee367824),Pop Rock,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2006,Whatever We Wanna,http://lyrics.wikia.com/LeAnn_Rimes:Whatever_We_Wanna_%282006%29,7505687.0,250,eng
ObjectId(5714debe25ac0d8aee367825),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2007,Family,http://lyrics.wikia.com/LeAnn_Rimes:Family_%282007%29,7145764.0,187,eng
ObjectId(5714debe25ac0d8aee367826),Country,ObjectId(56d8587a53a7ddfc01f98b0d),LeAnn Rimes,2011,Lady & Gentlemen,http://lyrics.wikia.com/LeAnn_Rimes:Lady_%26_Gentlemen_%282011%29,7505776.0,422,eng
ObjectId(5714debe25ac0d8aee367b97),Spoken Word,ObjectId(56d8595153a7ddfc01f98c50),Leonard Nimoy,1968,Two Sides Of Leonard Nimoy,http://lyrics.wikia.com/Leonard_Nimoy:Two_Sides_Of_Leonard_Nimoy_%281968%29,10089850.0,18,eng
ObjectId(5714debe25ac0d8aee367b98),Folk,ObjectId(56d8595153a7ddfc01f98c50),Leonard Nimoy,1968,The Way I Feel,http://lyrics.wikia.com/Leonard_Nimoy:The_Way_I_Feel_%281968%29,10090804.0,22,eng
ObjectId(5714debe25ac0d8aee367b99),Folk,ObjectId(56d8595153a7ddfc01f98c50),Leonard Nimoy,1969,The Touch Of Leonard Nimoy,http://lyrics.wikia.com/Leonard_Nimoy:The_Touch_Of_Leonard_Nimoy_%281969%29,10089852.0,20,eng
ObjectId(5714debe25ac0d8aee367b9d),Outsider Music,ObjectId(56d8595153a7ddfc01f98c50),Leonard Nimoy,1993,Highly Illogical,http://lyrics.wikia.com/Leonard_Nimoy:Highly_Illogical_%281993%29,244896.0,266,eng
ObjectId(5714debe25ac0d8aee368029),Hip Hop,ObjectId(56d85a7d53a7ddfc01f98e3f),Lil B,2009,6 Kiss,http://lyrics.wikia.com/Lil_B:6_Kiss_%282009%29,7804720.0,3,eng
ObjectId(5714debe25ac0d8aee36802d),Hip Hop,ObjectId(56d85a7d53a7ddfc01f98e3f),Lil B,2011,I'm Gay (I'm Happy),http://lyrics.wikia.com/Lil_B:I%27m_Gay_%28I%27m_Happy%29_%282011%29,7531373.0,87,eng
ObjectId(5714debe25ac0d8aee368032),Hip Hop,ObjectId(56d85a7d53a7ddfc01f98e3f),Lil B,2011,Illusions Of Grandeur,http://lyrics.wikia.com/Lil_B:Illusions_Of_Grandeur_%282011%29,15195197.0,3,eng
ObjectId(5714debe25ac0d8aee368037),Hip Hop,ObjectId(56d85a7d53a7ddfc01f98e41),Lil Boosie,2003,For My Thugz,http://lyrics.wikia.com/Lil_Boosie:For_My_Thugz_%282003%29,8768233.0,18,eng
ObjectId(5714debe25ac0d8aee368039),Hip Hop,ObjectId(56d85a7d53a7ddfc01f98e41),Lil Boosie,2006,Bad Azz,http://lyrics.wikia.com/Lil_Boosie:Bad_Azz_%282006%29,366100.0,4473,eng
ObjectId(5714debe25ac0d8aee368074),Hip Hop,ObjectId(56d85a8f53a7ddfc01f98e69),Lil Rob,1997,Crazy Life,http://lyrics.wikia.com/Lil_Rob:Crazy_Life_%281997%29,9083815.0,594,eng
ObjectId(5714debe25ac0d8aee368076),Hip Hop,ObjectId(56d85a8f53a7ddfc01f98e69),Lil Rob,2000,Still Smokin',http://lyrics.wikia.com/Lil_Rob:Still_Smokin%27_%282000%29,1020061.0,21,eng
ObjectId(5714debe25ac0d8aee36807a),Hip Hop,ObjectId(56d85a8f53a7ddfc01f98e69),Lil Rob,2002,The Album,http://lyrics.wikia.com/Lil_Rob:The_Album_%282002%29,1915231.0,0,eng
ObjectId(5714debe25ac0d8aee36807b),Hip Hop,ObjectId(56d85a8f53a7ddfc01f98e69),Lil Rob,2004,Neighborhood Music,http://lyrics.wikia.com/Lil_Rob:Neighborhood_Music_%282004%29,1104758.0,812,eng
ObjectId(5714debe25ac0d8aee36807c),Hip Hop,ObjectId(56d85a8f53a7ddfc01f98e69),Lil Rob,2005,"Twelve Eighteen, Part 1",http://lyrics.wikia.com/Lil_Rob:Twelve_Eighteen%2C_Part_1_%282005%29,1104759.0,861,eng
ObjectId(5714debe25ac0d8aee36809a),Hip Hop,ObjectId(56d85aa753a7ddfc01f98e75),Lil Wayne,2004,Tha Carter,http://lyrics.wikia.com/Lil_Wayne:Tha_Carter_%282004%29,100553.0,14396,eng
ObjectId(5714debe25ac0d8aee3680a2),Hip Hop,ObjectId(56d85aa753a7ddfc01f98e75),Lil Wayne,2007,Da Drought 3,http://lyrics.wikia.com/Lil_Wayne:Da_Drought_3_%282007%29,400170.0,20307,eng
ObjectId(5714debe25ac0d8aee3680a6),Hip Hop,ObjectId(56d85aa753a7ddfc01f98e75),Lil Wayne,2008,Tha Carter III,http://lyrics.wikia.com/Lil_Wayne:Tha_Carter_III_%282008%29,100204.0,2553,eng
ObjectId(5714debe25ac0d8aee3680aa),Hip Hop,ObjectId(56d85aa753a7ddfc01f98e75),Lil Wayne,2009,No Ceilings,http://lyrics.wikia.com/Lil_Wayne:No_Ceilings_%282009%29,108926.0,28239,eng
ObjectId(5714debe25ac0d8aee3680ab),Hip Hop,ObjectId(56d85aa753a7ddfc01f98e75),Lil Wayne,2010,Rebirth,http://lyrics.wikia.com/Lil_Wayne:Rebirth_%282010%29,486356.0,27185,eng
ObjectId(5714debe25ac0d8aee3680ac),Hip Hop,ObjectId(56d85aa753a7ddfc01f98e75),Lil Wayne,2010,I Am Not A Human Being,http://lyrics.wikia.com/Lil_Wayne:I_Am_Not_A_Human_Being_%282010%29,686611.0,16825,eng
ObjectId(5714debe25ac0d8aee3680e0),Southern Hip Hop,ObjectId(56d85ab953a7ddfc01f98e90),Lil' Keke,1998,The Commission,http://lyrics.wikia.com/Lil%27_Keke:The_Commission_%281998%29,1293905.0,93,eng
ObjectId(5714debe25ac0d8aee3680e6),Southern Hip Hop,ObjectId(56d85ab953a7ddfc01f98e90),Lil' Keke,2003,Changin' Lanes,http://lyrics.wikia.com/Lil%27_Keke:Changin%27_Lanes_%282003%29,833842.0,73,eng
ObjectId(5714debe25ac0d8aee3680eb),East Coast Hip Hop,ObjectId(56d85ab953a7ddfc01f98e91),Lil' Kim,1996,Hard Core,http://lyrics.wikia.com/Lil%27_Kim:Hard_Core_%281996%29,356326.0,2699,eng
ObjectId(5714debe25ac0d8aee3680ec),Hip Hop,ObjectId(56d85ab953a7ddfc01f98e91),Lil' Kim,2000,The Notorious K.I.M.,http://lyrics.wikia.com/Lil%27_Kim:The_Notorious_K.I.M._%282000%29,338998.0,3833,eng
ObjectId(5714debe25ac0d8aee3680ed),East Coast Hip Hop,ObjectId(56d85ab953a7ddfc01f98e91),Lil' Kim,2003,La Bella Mafia,http://lyrics.wikia.com/Lil%27_Kim:La_Bella_Mafia_%282003%29,363449.0,2070,eng
ObjectId(5714debe25ac0d8aee368106),Hip Hop,ObjectId(56d85ac053a7ddfc01f98e9f),Lil' Romeo,2001,Lil' Romeo,http://lyrics.wikia.com/Lil%27_Romeo:Lil%27_Romeo_%282001%29,334575.0,313,eng
ObjectId(5714debe25ac0d8aee36821a),Rock,ObjectId(56d85b1653a7ddfc01f98f1f),Linda Perry,1996,In Flight,http://lyrics.wikia.com/Linda_Perry:In_Flight_%281996%29,2909151.0,740,eng
ObjectId(5714debe25ac0d8aee3682f6),Pop,ObjectId(56d85b3a53a7ddfc01f98f64),Lio,1995,Peste Of!,http://lyrics.wikia.com/Lio:Peste_Of%21_%281995%29,238392.0,3228,fra
ObjectId(5714debe25ac0d8aee3682f7),Pop,ObjectId(56d85b3a53a7ddfc01f98f64),Lio,1996,Wandatta,http://lyrics.wikia.com/Lio:Wandatta_%281996%29,238392.0,3228,fra
